"email";"programChannel";"gender";"firstName";"lastName";"birthday";"countryBirth";"nationality";"postalCode";"city";"country";"diploma";"diplomaChannel";"diplomaDetails";"diplomaYear";"establishment";"establishmentPostalCode";"establishmentCity"
"monemail222356@test.test";"AST2";"M";"ALDRIC";"GALAND";"1999-09-22";"FRA  ";"Française";"33380";"BIGANOS";"FRA  ";"DUETI";"Préciser l'intitulé";"TECHNIQUES DE COMMERCIALISATION";"2018";"IUT PAUL SABATIER";"31077";"TOULOUSE CEDEX 4"
"monemail222358@test.test";"AST2";"F";"GRÉGOIRE";"MLYNARCZYK";"2002-01-19";"FRA  ";"Française";"13100";"AIX EN PROVENCE";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"FACULTÉ D'ÉCONOMIE - GESTION UNIVERSITÉ D'AIX - MARSEILLE ";"13100";"AIX EN PROVENCE"
"monemail222360@test.test";"AST2";"F";"JULIAN";"DELLI";"2000-01-28";"FRA  ";"Française";"93220";"GAGNY";"FRA  ";"LICENCE 3";"ÉCONOMIE";;"2018";"UNIVERSITÉ GUSTAVE EIFFEL";"77420";"CHAMPS-SUR-MARNE"
"monemail222363@test.test";"AST2";"F";"BERNARD";"MARTINS";"1999-06-09";"FRA  ";"Française";"31520";"RAMONVILLE ST AGNE";"FRA  ";"MASTER 2";" Autre - Préciser";"DROIT";"2017";"UNIVERSITÉ TOULOUSE 1 CAPITOLE";"31042";"TOULOUSE"
"monemail222364@test.test";"AST2";"F";"ALEXIS";"DELADRIERE";"1998-01-25";"FRA  ";"Française";"78800";"HOUILLES";"FRA  ";"MASTER 2";" Autre - Préciser";"COMMUNICATION";"2016";"INALCO";"75013";"PARIS"
"monemail222366@test.test";"AST1";"F";"ARTHUR";"DUBIEF";"2002-07-20";"FRA  ";"Française";"78470";"ST RÉMY LÈS CHEVREUSE";"FRA  ";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"2020";"LYCÉE MARIE CURIE";"78000";"VERSAILLES"
"monemail222367@test.test";"AST2";"F";"CLARA";"THIAM";"2001-07-31";"FRA  ";"Française";"77210";"AVON - (77210)";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2019";"UFR DROIT, SCIENCES ÉCONOMIQUES, GESTION";"76000";"ROUEN"
"monemail222368@test.test";"AST2";"F";"LAURE";"HASNAOUI";"2001-02-07";"ESP  ";"Espagnole";"08027";"BARCELONA";"ESP  ";"LICENCE 3";"GESTION";;"2019";"INSTITUT MONTPELLIER MANAGEMENT, UNIVERSITÉ DE MONTPELLIER";"34000";"MONTPELLIER"
"monemail222370@test.test";"AST1";"F";"PHILIPPINE";"VERGER";"2002-04-03";"FRA  ";"Française";"34400";"SAINT-JUST";"FRA  ";"CPGE ENS CACHAN D1 (2ème année)";"DROIT ECONOMIE GESTION ";;"2020";"LYCÉE JEAN MERMOZ";"34000";"MONTPELLIER"
"monemail222371@test.test";"AST2";"M";"TOM";"VALLÉE";"2000-01-14";"FRA  ";"Française";"57970";"YUTZ";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"KEDGE BACHELOR";"2018";"KEDGE BUSINESS SCHOOL";"13009";"MARSEILLE 9EME ARRONDISSE"
"monemail222373@test.test";"AST2";"M";"ADRIEN";"SABATE";"2000-04-09";"FRA  ";"Française";"92150";"SURESNES";"FRA  ";"LICENCE 3";"GESTION";;"2018";"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE"
"monemail222375@test.test";"AST2";"F";"FATIMA ";"FIEMS";"2001-08-27";"FRA  ";"Française";"35410";"NOUVOITOU";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"INSTITUT DE MANAGEMENT DE BRETAGNE-SUD";"56000";"VANNES"
"monemail222376@test.test";"AST2";"M";"RÉMI";"MERLET";"2001-01-05";"FRA  ";"Française";"35440";"MONTREUIL SUR ILLE";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2019";"PANTHÉON SORBONNE";"75005";"PARIS"
"monemail222378@test.test";"AST2";"F";"CARLA";"BENMAMMASS";"2001-07-15";"FRA  ";"Française";"01140";"MOGNENEINS";"FRA  ";"LICENCE 3";"GESTION";;"2019";"MADE IN SAINTE-MARIE LYON";"01140";"MOGNENEINS"
"monemail222380@test.test";"AST2";"M";"FLAVIE";"ANDRIER";"1999-09-18";"FRA  ";"Française";"95200";"SARCELLES";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2017";"CY CERGY PARIS UNIVERSITE";"95000";"CERGY"
"monemail222381@test.test";"AST2";"F";"RAMZI";"GUIFFARD";"2001-01-22";"FRA  ";"Française";"92130";"ISSY-LES-MOULINEAUX";"FRA  ";"LICENCE 3";"SCIENCES SOCIALES";;"2019";"INSTITUT CATHOLIQUE DE PARIS";"75006";"PARIS"
"monemail222382@test.test";"AST1";"M";"SOPHIA";"SAIGOT";"2001-06-19";"FRA  ";"Française";"92290";"CHATENAY-MALABRY";"FRA  ";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"2019";"IUT DE SCEAUX";"92330";"SCEAUX"
"monemail222383@test.test";"AST1";"M";"ARNAUD";"DE ROLLAND";"2002-01-24";"FRA  ";"Française";"68460";"LUTTERBACH";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"IUT MULHOUSE";"68200";"MULHOUSE"
"monemail222385@test.test";"AST2";"F";"NATHAN";"TASSIN";"2001-06-19";"FRA  ";"Française";"13090";"AIX-EN-PROVENCE";"FRA  ";"DUETI";"Préciser l'intitulé";"TECHNIQUES DE COMMERCIALISATION";"2019";"UNIVERSITÉ CLAUDE BERNARD LYON 1";"69100";"VILLEURBANNE"
"monemail222386@test.test";"AST2";"F";"ORNELLA";"MENN";"1999-05-03";"FRA  ";"Française";"77600";"BUSSY ST GEORGES";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2017";"SKEMA BUSINESS SCHOOL";"92150";"SURESNES"
"monemail222388@test.test";"AST2";"F";"LOUIS ";"PEIFER";"2000-08-10";"FRA  ";"Française";"56340";"CARNAC";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR IN MANAGEMENT ";"2018";"AUDENCIA BUSINESS SCHOOL ";"44000";"NANTES"
"monemail222389@test.test";"AST1";"M";"INES";"ASENCIO";"2003-01-03";"FRA  ";"Française";"77300";"FONTAINEBLEAU";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"UNIVERSITÉ DE PARIS";"75016";"PARIS"
"monemail222392@test.test";"AST2";"F";"KAHAN";"MARIMOUTOU";"2001-12-28";"MEX  ";"Française";"33470";"GUJAN-MESTRAS";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"LYCÉE NICOLAS BRÉMONTIER";"33800";"BORDEAUX"
"monemail222394@test.test";"AST2";"M";"LAURE";"MICHOUX";"2001-10-06";"FRA  ";"Chinoise";"94800";"VILLEJUIF";"FRA  ";"LICENCE 3";"ÉCONOMIE";;"2019";"UNIVERSITÉ PARIS 1 PANTHÉON SORBONNE";"75005";"PARIS "
"monemail222395@test.test";"AST2";"F";"LEO";"FEUGEREUX";"1997-08-20";"FRA  ";"Française";"94450";"LIMEIL BREVANNES";"FRA  ";"MASTER 2";" Autre - Préciser";"DROIT";"2015";"UNIVERSITE PARIS DAUPHINE-PSL";"75016";"PARIS"
"monemail222396@test.test";"AST2";"F";"YOHAN ";"CHANDEIGNE";"2000-10-21";"FRA  ";"Française";"92000";"NANTERRE";"FRA  ";"MASTER 1";"FINANCE";;"2018";"UNIVERSITÉ PARIS 10";"92000";"NANTERRE "
"monemail222397@test.test";"AST1";"M";"MARIA";"DELAMARE";"2002-10-27";"FRA  ";"Française";"59550";"FONTAINE-AU-BOIS";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2020";"SKEMA BUSINESS SCHOOL";"59777";"LILLE"
"monemail222398@test.test";"AST1";"F";"CAMILLE";"MASTOURI";"2002-04-03";"FRA  ";"Française";"92340";"BOURG-LA-REINE";"FRA  ";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"2020";"LYCÉE MARIE CURIE";"92330";"SCEAUX"
"monemail222400@test.test";"AST2";"M";"ELINA";"JOUBERT";"2000-06-02";"CIV  ";"Française";"95000";"CERGY";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2018";"CY CERGY PARIS UNIVERSITE";"95000";"CERGY"
"monemail222403@test.test";"AST2";"F";"CLEMENT";"BELLIARD";"2001-09-05";"FRA  ";"Française";"97119";"VIEUX-HABITANTS";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ DES ANTILLES";"97157";"POINTE À PITRE"
"monemail222406@test.test";"AST2";"M";"JANGGEON";"BENHAMEURLAINE";"2000-11-13";"FRA  ";"Française";"67000";"STRASBOURG";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR AFFAIRES INTERNATIONALES + LICENCE ECO GESTION";"2018";"EM STRASBOURG";"67000";"STRASBOURG"
"monemail222408@test.test";"AST2";"F";"ABRAHAM";"PICAVET";"1999-06-29";"FRA  ";"Française";"69450 ";"ST-CYR-AU-MONT-D'OR";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2017";"UNIVERSITÉ LYON 3 - IAE LYON";"69372";"LYON CEDEX 08"
"monemail222409@test.test";"AST2";"M";"HENRI";"BIYOUNDOUDI";"1999-10-10";"FRA  ";"Française";"67100";"STRASBOURG";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2017";"LYCÉE DES MÉTIERS RENÉ-CASSIN / FACULTÉ DES SCIENCES ÉCONOMIQUES ET DE GESTION DE STRASBOURG";"67000";"STRASBOURG"
"monemail222410@test.test";"AST2";"M";"NAJI";"LEPRESLE";"2000-05-21";"IND  ";"Française";"92220";"BAGNEUX";"FRA  ";"LICENCE PROFESSIONNELLE";"METIERS DU COMMERCE INTERNATIONAL";;"2018";"UNIVERSITE DE PARIS - IUT PARIS RIVES DE SEINE";"75016";"PARIS 16"
"monemail222412@test.test";"AST2";"F";"CAMILLE";"TRAN";"2001-10-28";"FRA  ";"Française";"75011";"PARIS";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MARKETING ET MANAGEMENT DU LUXE";"2019";"ESGCI";"75011";"PARIS"
"monemail222413@test.test";"AST2";"F";"PAUL";"MIQUEL";"2000-07-29";"FRA  ";"Française";"69380";"CHAZAY D AZERGUES";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2018";"UNIVERSITE JEAN MOULIN LYON3 (IAE DE BOURG-EN-BRESSE)";"69372";"LYON CEDEX 08"
"monemail222414@test.test";"AST1";"M";"MORGAN";"DEGRAS";"2002-04-23";"FRA  ";"Française";"45430";"MARDIÉ";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION COMPTABLE ET FINANCIERE";;"2020";"IUT D'ORLEANS";"45100";"ORLEANS"
"monemail222415@test.test";"AST2";"M";"LUCIE";"BENMAMMASS";"1997-12-14";"FRA  ";"Française";"31330";"GRENADE";"FRA  ";"LICENCE 3";"LANGUES ÉTRANGÈRES APPLIQUÉES";;"2016";"UNIVERSITÉ TOULOUSE - JEAN JAURÈS";"31058";"TOULOUSE"
"monemail222418@test.test";"AST2";"F";"ASMA";"FABRE";"2001-06-11";"FRA  ";"Française";"38000";"GRENOBLE";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"IAE USMB";"74940";"ANNECY"
"monemail222420@test.test";"AST1";"F";"LÉA";"SOULOUMIAC ";"2002-08-13";"FRA  ";"Française";"56480";"SILFIAC";"FRA  ";"CPGE ENS CACHAN D1 (2ème année)";"DROIT ÉCONOMIE";;"2019";"UNIVERSITE BRETAGNE SUD";"56100";"LORIENT"
"monemail222421@test.test";"AST2";"M";"YU";"DOOKUN";"2000-02-27";"FRA  ";"Française";"40560";"VIELLE SAINT GIRONS";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2018";"UNIVERSITÉ DE BORDEAUX ";"33600";"PESSAC "
"monemail222422@test.test";"AST2";"M";"LÉA-LINA ";"EMILIANOFF CEINTRE";"2001-12-12";"FRA  ";"Française";"53810";"CHANGÉ";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"IAE NANTES - INSTITUT D'ECONOMIE ET DE MANAGEMENT";"44300";"NANTES"
"monemail222424@test.test";"AST2";"F";"ALEXANDRE";"MALEME";"1997-01-21";"SEN  ";"Belge";"1040";"BRUXELLES";"BEL  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2014";"UNIVERSITE DE LILLE";"59650";"VILLEUNE-D'ASCQ"
"monemail222425@test.test";"AST2";"M";"CHLOÉ";"COLLINS";"2001-05-16";"FRA  ";"Française";"31500";"TOULOUSE";"FRA  ";"LICENCE 3";" Autre - Préciser";"BACHELOR OF SCIENCE IN GLOBAL MANAGEMENT";"2019";"UNIVERSITE TOULOUSE 1 CAPITOLE - TOULOUSE SCHOOL OF MANAGEMENT (EX-IAE)";"31042";"TOULOUSE"
"monemail222427@test.test";"AST2";"M";"LÉO";"VERGNES";"1999-07-19";"FRA  ";"Française";"36330";"VELLES";"FRA  ";"LICENCE 3";"DROIT";"DOUBLE L3 HISTOIRE DE L'ART";"2017";"UNIVERSITÉ PARIS II / SORBONNE UNIVERSITÉ";"75006";"PARIS"
"monemail222428@test.test";"AST2";"F";"CLARA";"MATHURE";"2002-08-06";"FRA  ";"Française";"93200";"SAINT-DENIS";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"PARIS 1 PANTHÉON-SORBONNE";"75005";"PARIS"
"monemail222429@test.test";"AST1";"F";"MILA";"CAUPIN";"2002-06-30";"FRA  ";"Française";"54210 ";"FERRIÈRES ";"FRA  ";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"2020";"IUT NANCY CHARLEMAGNE ";"54000";"NANCY "
"monemail222430@test.test";"AST1";"M";"SUPEDHA";"DECOCK";"2002-05-18";"FRA  ";"Française";"17140";"BORDEAUX";"FRA  ";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"2020";"LYCEE GUSTAVE EIFFEL";"33000";"BORDEAUX"
"monemail222431@test.test";"AST2";"M";"KASSANDRA";"AGOSSOU-DIAGNE";"2001-01-23";"FRA  ";"Française";"69300";"LYON";"FRA  ";"LICENCE 3";"DROIT";;"2019";"UNIVERSITÉ JEAN MOULIN LYON3 ";"69008";"LYON"
"monemail222432@test.test";"AST1";"M";"SARAH";"LE GAL DE KERANGAL";"2002-03-26";"FRA  ";"Française";"69910";"VILLIÉ-MORGON";"FRA  ";"DUT";"GESTION ADMINISTRATIVE ET COMMERCIALE DES ORGANISATIONS";;"2020";"IUT DIJON-AUXERRE";"21";"DIJON"
"monemail222433@test.test";"AST2";"F";"INÈS";"LEGRAND";"2000-08-22";"FRA  ";"Française";"92370";"CHAVILLE";"FRA  ";"DCG 3ème année (Bac+3 homologué)";"Préciser l'intitulé";"COMPTABILITE ET GESTION";"2018";"NOTRE-DAME DU GRANDCHAMP";"78000";"VERSAILLES"
"monemail222434@test.test";"AST2";"F";"AXELLE";"DURAKU";"2001-05-25";"FRA  ";"Française";"75017";"PARIS";"FRA  ";"LICENCE 3";"GESTION";;"2019";"UNIVERSITÉ PARIS 1 PANTHÉON-SORBONNE";"75231";"PARIS"
"monemail222435@test.test";"AST2";"F";"ILIANE ";"PALETTE";"2001-05-01";"MAR  ";"Marocaine";"06000";"NICE";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ DE COTE D'AZUR ";"06000";"NICE"
"monemail222436@test.test";"AST2";"F";"AMIR";"FARHAT";"1999-01-07";"FRA  ";"Française";"94220";"CHARENTON-LE-PONT";"FRA  ";"LICENCE 3";" Autre - Préciser";"LANGUES ET COMMERCE INTERNATIONAL";"2017";"INALCO";"75013";"PARIS"
"monemail222437@test.test";"AST1";"F";"BAYANE";"BOFFELLI";"2002-09-19";"FRA  ";"Française";"91620";"LA VILLE DU BOIS";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"IUT SCEAUX";"92330";"SCEAUX"
"monemail222438@test.test";"AST1";"M";"ANTOINE ";"CAGNON";"2000-06-02";"FRA  ";"Française";"31320";"VIEILLE-TOULOUSE";"FRA  ";"LICENCE 2";"MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES";;"2018";"UT1 CAPITOLE";"31000";"TOULOUSE"
"monemail222439@test.test";"AST2";"M";"SIMON";"GARBIN";"2001-09-03";"FRA  ";"Française";"78170";"LA CELLE SAINT CLOUD";"FRA  ";"LICENCE 3";"GESTION";;"2019";"PARIS 1 - UNIVERSITÉ SORBONNE";"75231 ";"PARIS"
"monemail222440@test.test";"AST1";"F";"OLAYA";"KUSOGLU";"2003-02-09";"FRA  ";"Française";"21000";"DIJON";"FRA  ";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"2020";"LYCÉE GUSTAVE EIFFEL";"21000";"DIJON"
"monemail222443@test.test";"AST2";"M";"FISCHER";"LLAS";"2000-06-24";"FRA  ";"Française";"84450";"SAINT SATURNIN LES AVIGNON";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"COMMERCE";"2018";"KEDGE BUSINESS SCHOOL";"84140";"AVIGNON"
"monemail222444@test.test";"AST2";"M";"OSCAR";"DECREUS";"1998-11-07";"FRA  ";"Française";"92000";"NANTERRE";"FRA  ";"MASTER 1";"COMMERCE/MARKETING";;"2016";"UNIVERSITE PARIS X NANTERRE ";"92000";"NANTERRE"
"monemail222445@test.test";"AST2";"M";"BAPTISTE";"FOUGERAS DE LAVERGNOLLE";"2002-01-03";"FRA  ";"Française";"95680";"MONTLIGNON ";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2019";"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE"
"monemail222446@test.test";"AST2";"M";"CONSTANCE";"CANSIZ";"2001-07-08";"FRA  ";"Française";"59152";"ANSTAING";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"ESDHEM";"59777";"LILLE"
"monemail222447@test.test";"AST1";"F";"ASTRID";"GEORGELIN";"2001-07-10";"FRA  ";"Française";"78000";"VERSAILLES";"FRA  ";"BTS";"COMMERCE INTERNATIONAL";;"2019";"GROUPE AURLOM";"75002";"PARIS"
"monemail222448@test.test";"AST1";"M";"ZINEDINE";"SONI BENGA";"2001-11-05";"FRA  ";"Française";"56250";"SAINT-NOLFF";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2019";"IUT VANNES";"56000";"VANNES"
"monemail222449@test.test";"AST2";"M";"CYRIL";"ELMASSAOUDI";"2000-12-14";"FRA  ";"Française";"06400";"CANNES";"FRA  ";"MASTER 1";"COMMERCE/MARKETING";;"2018";"ESG PARIS";"75016";"PARIS 16"
"monemail222451@test.test";"AST2";"F";"LEILA";"VURPILLOT";"2000-07-17";"FRA  ";"Française";"78800";"HOUILLES";"FRA  ";"MASTER 1";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2018";"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE"
"monemail222452@test.test";"AST1";"F";"MATIS";"WERTH";"2000-11-06";"FRA  ";"Française";"26000";"VALENCE";"FRA  ";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"2020";"UNIVERSITE CLAUDE BERNARD - IUT LYON 1 ";"69627";"VILLEURBANNE"
"monemail222453@test.test";"AST2";"F";"EMMA";"LEININGER";"1999-08-17";"FRA  ";"Française";"94440";"MAROLLES EN BRIE";"FRA  ";"LICENCE 3";"DROIT";;"2017";"UNIVERSITÉ PARIS I PANTHÉON SORBONNE";"75231";"PARIS"
"monemail222455@test.test";"AST2";"M";"MAMADOU SOUMANA";"NAVARRET";"2000-11-11";"FRA  ";"Française";"31400";"TOULOUSE";"FRA  ";"LICENCE 3";"SCIENCE POLITIQUE ";;"2018";"ESPOL";"59016";"LILLE"
"monemail222457@test.test";"AST2";"M";"LOUIS-XAVIER";"SATTARSHETTY";"2001-07-26";"FRA  ";"Française";"62000";"ARRAS";"FRA  ";"LICENCE 3";"GESTION";;"2019";"IAE LILLE/ GASTON BERGER";"59000";"LILLE"
"monemail222458@test.test";"AST2";"F";"ANNA";"BERNARD";"2002-08-23";"FRA  ";"Française";"59000";"LILLE";"FRA  ";"LICENCE 3";"GESTION";;"2019";"IAE LILLE";"59000";"LILLE"
"monemail222459@test.test";"AST2";"F";"PAUL";"MINODIER";"2001-05-11";"FRA  ";"Française";"38080";"L'ISLE D'ABEAU";"FRA  ";"DUETI";"Préciser l'intitulé";"DU E.T.I. SECTEUR GESTION ET COMMERCE SPÉCIALITÉ GEA";"2019";"UNIVERSITÉ CLAUDE BERNARD LYON 1";"69100";"VILLEURBANNE"
"monemail222460@test.test";"AST1";"M";"MAXIME";"MARCHANT";"2000-04-14";"FRA  ";"Française";"78000";"VERSAILLES";"FRA  ";"BTS";"MANAGEMENT DES UNITES COMMERCIALES";;"2018";"LYCÉE NOTRE-DAME-DU GRANDCHAMP";"78000";"VERSAILLES"
"monemail222461@test.test";"AST2";"M";"TAMARA CHIARA";"PEYRODES";"2000-06-03";"FRA  ";"Française";"21120";"GEMEAUX";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2018";"UNIVERSITÉ DE BOURGOGNE";"21";"GEMEAUX"
"monemail222462@test.test";"AST2";"M";"ALEXANDRE";"WURTZ";"2001-03-04";"FRA  ";"Française";"12000";"RODEZ";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2018";"AIX MARSEILLE UNIVERSITÉ";"13284";"MARSEILLE CEDEX 4 "
"monemail222465@test.test";"AST2";"F";"PIERRE-SAMUEL";"BARBIER";"2000-10-26";"FRA  ";"Française";"33200";"BORDEAUX";"FRA  ";"DCG 3ème année (Bac+3 homologué)";"Préciser l'intitulé";"DIPLOME DE COMPTABILITE ET GESTION";"2018";"KEDGE BUSINESS SCHOOL BORDEAUX";"33405";"TALENCE"
"monemail222466@test.test";"AST1";"F";"IMAD";"DUMENIL MÉHEUST";"2001-10-21";"FRA  ";"Française";"33800";"BORDEAUX";"FRA  ";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"2019";"IUT DE BORDEAUX - SITE DE PÉRIGUEUX";"24000";"PÉRIGUEUX"
"monemail222467@test.test";"AST2";"F";"LÉANE";"GHORRAF";"2001-08-09";"FRA  ";"Française";"94200";"IVRY SUR SEINE";"FRA  ";"LICENCE 3";" Autre - Préciser";"ADMINISTRATION ET ECHANGES INTERNATIONAUX ";"2019";"UNIVERSITE PARIS EST CRETEIL";"94000";"CRETEIL"
"monemail222470@test.test";"AST2";"F";"FATOUMATA";"GAUTIER-VARRAUX";"2000-02-17";"TUN  ";"Tunisienne";"75005";"PARIS";"FRA  ";"LICENCE 3";"GESTION";;"2019";"PARIS 1 PANTHÉON SORBONNE";"75005";"PARIS"
"monemail222474@test.test";"AST2";"F";"ANAELLE";"LAPORTERIE";"2001-10-11";"FRA  ";"Française";"78000";"VERSAILLES";"FRA  ";"LICENCE 3";"HUMANITES";;"2019";"IRCOM";"49130";"LES PONTS-DE-CÉ"
"monemail222476@test.test";"AST2";"M";"JEANNE";"MEDARBI";"2000-06-21";"FRA  ";"Française";"93220";"GAGNY";"FRA  ";"LICENCE 3";"GESTION";;"2018";"UNIVERSITÉ PARIS 1 PANTHÉON SORBONNE";"75005";"PARIS"
"monemail222478@test.test";"AST1";"F";"FLORENT";"RAPHANEL";"2002-03-25";"FRA  ";"Française";"81290";"LABRUGUIÈRE";"FRA  ";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"2020";"ANTENNE IUT A CASTRES";"81100";"CASTRES"
"monemail222479@test.test";"AST2";"M";"TANGI";"PERLMUTTER";"2001-07-27";"FRA  ";"Française";"54600";"VILLERS-LÈS-NANCY";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ DE BORDEAUX";"33600";"PESSAC"
"monemail222480@test.test";"AST2";"F";"PHILIPPINE";"LEDEY";"1999-04-06";"FRA  ";"Française";"29120";"COMBRIT";"FRA  ";"MASTER 2";" Autre - Préciser";"DROIT";"2016";"UNIVERSITE DE RENNES 1";"35000";"RENNES"
"monemail222481@test.test";"AST2";"F";"MARIAM ";"RIETVELD";"2001-04-06";"FRA  ";"Française";"75010";"PARIS";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ PARIS-EST CRÉTEIL";"94010";"CRÉTEIL"
"monemail222482@test.test";"AST1";"M";"FANTINE";"SCHERER";"1999-05-03";"FRA  ";"Française";"75018";"PARIS";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION DES RESSOURCES HUMAINES";;"2017";"IUT PARIS DESCARTES";"75016";"PARIS"
"monemail222483@test.test";"AST2";"M";"MATTHIAS";"MUGG";"1998-09-29";"FRA  ";"Française";"94370";"SUCY-EN-BRIE";"FRA  ";"MASTER 1";"FINANCE";;"2016";"PARIS 1 PANTHEON SORBONNE";"75231";"PARIS"
"monemail222484@test.test";"AST1";"M";"PAUL-ADRIEN";"LEBRAY";"2002-05-04";"FRA  ";"Française";"06140";"TOURRETTES-SUR-LOUP";"FRA  ";"BTS";"COMMERCE INTERNATIONAL";;"2020";"LYCÉE BRISTOL ";"06400";"CANNES"
"monemail222485@test.test";"AST2";"F";"EMMA";"GERMANAZ";"2001-10-17";"FRA  ";"Française";"67000";"STRASBOURG";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"FACULTÉ DES SCIENCES ÉCONOMIQUES ET DE GESTION DE L'UNIVERSITÉ DE STRASBOURG";"67000";"STRASBOURG"
"monemail222486@test.test";"AST1";"F";"THEO";"LEPIENNE";"2001-04-20";"FRA  ";"Française";"06130";"GRASSE";"FRA  ";"BTS";"ASSISTANT DE GESTION DE PME-PMI";;"2020";"ISP FENELON";"06130";"GRASSE"
"monemail222488@test.test";"AST1";"M";"SALMA";"FOURNILLON";"2003-04-21";"FRA  ";"Française";"22240";"PLEVENON";"FRA  ";"CPGE";"SCIENTIFIQUE";;"2020";"LYCÉE CHÂTEAUBRIAND";"35703";"RENNES"
"monemail222489@test.test";"AST1";"F";"MATHIAS";"GUILLEMET";"2002-02-06";"FRA  ";"Française";"13600";"CEYRESTE";"FRA  ";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"2020";"IUT AIX-MARSEILLE";"13100";"AIX-EN-PROVENCE"
"monemail222490@test.test";"AST2";"M";"CHAIMAE";"LOTIGIE-BROWAEYS";"2000-09-26";"FRA  ";"Française";"93120";"LA COURNEUVE";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2018";"UNIVERSITE PARIS NANTERRE";"92200 ";"NANTERRE"
