"email";"xpType";"xpEstablishment";"xpStartDate";"xpEndDate";"xpTimeType";"xpPartialTime";"xpDuration";"xpStatus"
"monemail224488@test.test";"international";"MA ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224489@test.test";"international";"- ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail224490@test.test";"international";"- ";"2020-01-01";"2022-01-20";"partial";"0";"25";"accepted"
"monemail224491@test.test";"international";"BALOON ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail224493@test.test";"international";"CONSEILLER ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224494@test.test";"international";"2021 ";"2020-01-01";"2023-09-12";"full";"0";"45";"accepted"
"monemail224495@test.test";"international";"CAISSIER: ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224496@test.test";"international";"DEPUIS ";"2020-01-01";"2023-12-11";"partial";"0";"48";"accepted"
"monemail224497@test.test";"international";"AU ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail224498@test.test";"international";"B+T ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224500@test.test";"international";"RESTAURANT-BAR ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224501@test.test";"international";"ASSISTANT ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail224502@test.test";"international";"HÔTE ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail224503@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224504@test.test";"international";"OCT ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail224505@test.test";"international";"DÉCOFERM ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224506@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail224507@test.test";"international";"CONTACT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224508@test.test";"international";"EMPLOYÉ ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail224509@test.test";"international";"J'AI ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224510@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail224511@test.test";"international";"STAGES ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail224513@test.test";"international";"- ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224514@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224516@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224517@test.test";"international";"2021 ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224518@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224519@test.test";"international";"DÉCEMBRE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224521@test.test";"international";"POSTE ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail224522@test.test";"international";"EMPLOYÉ ";"2020-01-01";"2023-09-12";"partial";"0";"45";"accepted"
"monemail224524@test.test";"international";"ASSISTANAT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224526@test.test";"international";"JE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224527@test.test";"international";" ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224530@test.test";"international";"VENDEUSE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224531@test.test";"international";"ASSISTANTE ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail224534@test.test";"international";"HAVAS ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224535@test.test";"international";"CHEFFE ";"2020-01-01";"2020-05-30";"full";"0";"5";"accepted"
"monemail224536@test.test";"international";"STAGE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail224537@test.test";"international";"- ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224538@test.test";"international";"2 ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail224539@test.test";"international";"2018- ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224541@test.test";"international";"STAGE ";"2020-01-01";"2022-02-19";"partial";"0";"26";"accepted"
"monemail224542@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224545@test.test";"international";"MES ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224546@test.test";"international";"CDD ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224549@test.test";"international";"-COMMUNITY ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224551@test.test";"international";"STAGE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224552@test.test";"international";"ENTREPRISE ";"2020-01-01";"2022-10-17";"partial";"0";"34";"accepted"
"monemail224553@test.test";"international";"J'AI ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224554@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224558@test.test";"international";"INTERMARCHÉ; ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail224559@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224561@test.test";"international";"JE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224562@test.test";"international";"CAHU ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224563@test.test";"international";"CDI ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail224564@test.test";"international";"• ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224565@test.test";"international";" ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail224566@test.test";"international";"J’AI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224568@test.test";"international";"1ÈRE ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail224569@test.test";"international";"AGENT ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224570@test.test";"international";"EN ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224571@test.test";"international";"- ";"2020-01-01";"2021-11-21";"partial";"0";"23";"accepted"
"monemail224574@test.test";"international";"GESTION ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224575@test.test";"international";"DU ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224576@test.test";"international";"J’AI ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224577@test.test";"international";"JUIN ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224578@test.test";"international";"VENDEUR ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224579@test.test";"international";"- ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224581@test.test";"international";"STAGE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224582@test.test";"international";"2021JUIN–AOUT ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224583@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224586@test.test";"international";"RÉCEPTIONNISTE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224587@test.test";"international";"DURANT ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224589@test.test";"international";"CONSEILLÈRE ";"2020-01-01";"2022-01-20";"partial";"0";"25";"accepted"
"monemail224591@test.test";"international";"J'AI ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224592@test.test";"international";"ALTERNANCE ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail224593@test.test";"international";"ALTERNANCE ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224594@test.test";"international";"VOICI ";"2020-01-01";"2021-05-25";"full";"0";"17";"accepted"
"monemail224597@test.test";"international";"CHEF ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224598@test.test";"international";"AUTRES ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224599@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224600@test.test";"international";"11/2017-02/2018CONSEILLER ";"2020-01-01";"2023-11-11";"partial";"0";"47";"accepted"
"monemail224601@test.test";"international";"SERVEUR ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224602@test.test";"international";"JUIN ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail224604@test.test";"international";"COMMIS ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224605@test.test";"international";"AGENT ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224608@test.test";"international";"JOB ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail224610@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224611@test.test";"international";"J’AI ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail224612@test.test";"international";"AU ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224615@test.test";"international";"DURANT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224616@test.test";"international";"MES ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224618@test.test";"international";"1) ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224619@test.test";"international";"EN ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224622@test.test";"international";"CDD ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224623@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224625@test.test";"international";"J'AI ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224626@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224627@test.test";"international";"JUILLET ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224628@test.test";"international";"SMART ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail224630@test.test";"international";"JUILLET ";"2020-01-01";"2020-03-01";"full";"0";"2";"accepted"
"monemail224631@test.test";"international";"LORS ";"2020-01-01";"2022-06-19";"partial";"0";"30";"accepted"
"monemail224632@test.test";"international";"FROMANTIN ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail224633@test.test";"international";"JUIN-JUIL. ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail224634@test.test";"international";"INTÉRIMAIRE, ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224639@test.test";"international";"SUITE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224640@test.test";"international";"AUDITEUR ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224641@test.test";"international";"AGENT ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224642@test.test";"international";"ESTAC ";"2020-01-01";"2023-09-12";"partial";"0";"45";"accepted"
"monemail224643@test.test";"international";" ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224645@test.test";"international";"CHARGE ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224646@test.test";"international";"HOTE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224648@test.test";"international";"CHARGÉE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224649@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224650@test.test";"international";"MAI ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224651@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-08-13";"partial";"0";"7.5";"accepted"
"monemail224652@test.test";"international";"1) ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224654@test.test";"international";"STAGE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail224656@test.test";"international";"- ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224657@test.test";"international";"STAGE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224658@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224659@test.test";"international";"JANVIER ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224660@test.test";"international";"JUIN ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224662@test.test";"international";"MISSION ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224663@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail224664@test.test";"international";"JANVIER ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224665@test.test";"international";"BUSINESS ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224666@test.test";"international";"DEPUIS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224667@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224668@test.test";"international";"-SERVEUR ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224669@test.test";"international";"STAGE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail224671@test.test";"international";"J’AI ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224673@test.test";"international";" ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail224674@test.test";"international";"JUIN ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224675@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-01-16";"partial";"0";"0.5";"accepted"
"monemail224676@test.test";"international";"DU ";"2020-01-01";"2020-07-29";"full";"0";"7";"accepted"
"monemail224677@test.test";"international";"2 ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224679@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224681@test.test";"international";"GLOBAL ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail224687@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224689@test.test";"international";"JUIN-JUILLET ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224690@test.test";"international";"- ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail224691@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224692@test.test";"international";"2021 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224695@test.test";"international";"JANVIER-FÉVRIER ";"2020-01-01";"2020-06-29";"full";"0";"6";"accepted"
"monemail224696@test.test";"international";"STAGE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224698@test.test";"international";"- ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224699@test.test";"international";"STAGE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224700@test.test";"international";"2 ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224701@test.test";"international";"STAGE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224703@test.test";"international";"DEPUIS ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail224704@test.test";"international";"MOIS ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224705@test.test";"international";"JUIN ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail224708@test.test";"international";"DE ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail224710@test.test";"international";"DE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224712@test.test";"international";"CONSEILLER ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224713@test.test";"international";"AGENT ";"2020-01-01";"2021-11-21";"partial";"0";"23";"accepted"
"monemail224714@test.test";"international";"DÉCEMBRE ";"2020-01-01";"2022-06-19";"partial";"0";"30";"accepted"
"monemail224715@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224716@test.test";"international";"2021 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224718@test.test";"international";"VENDEURMARCHÉ ";"2020-01-01";"2020-09-27";"full";"0";"9";"accepted"
"monemail224719@test.test";"international";"• ";"2020-01-01";"2020-03-01";"full";"0";"2";"accepted"
"monemail224720@test.test";"international";"_TRAVAIL ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224721@test.test";"international";"SMARTBOX, ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224722@test.test";"international";"STAGE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224723@test.test";"international";"STAGE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224725@test.test";"international";"INTÉRIMAIRE ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail224726@test.test";"international";"2021 ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224727@test.test";"international";"JUILLET ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224728@test.test";"international";"VOICI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224729@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224730@test.test";"international";"DU ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224731@test.test";"international";"AU ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224732@test.test";"international";"CHEF ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224733@test.test";"international";"STAGE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224734@test.test";"international";"RÉALISATION ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224735@test.test";"international";"-BRAND ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224737@test.test";"international";"- ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail224741@test.test";"international";"EN ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224742@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224746@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224747@test.test";"international";"FÉVRIER ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224749@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224751@test.test";"international";"VENDEUR ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224752@test.test";"international";"STAGE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224755@test.test";"international";"SAUVETEUR ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224756@test.test";"international";"JUIN-JUILLET ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224757@test.test";"international";"PÉRIODE ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224758@test.test";"international";"STAGE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224759@test.test";"international";"JE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224761@test.test";"international";"JOB ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224762@test.test";"international";"CULTURA ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224763@test.test";"international";"-CO-FONDATEUR ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224764@test.test";"international";"COLLABORATRICE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224765@test.test";"international";"PENDANT ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224766@test.test";"international";"APIS ";"2020-01-01";"2024-01-10";"partial";"0";"49";"accepted"
"monemail224767@test.test";"international";" ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail224768@test.test";"international";"VENTE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224769@test.test";"international";"ENTREPRISE ";"2020-01-01";"2022-12-16";"partial";"0";"36";"accepted"
"monemail224770@test.test";"international";"2021 ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224771@test.test";"international";"DEPUIS ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224772@test.test";"international";"- ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224774@test.test";"international";"--> ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224776@test.test";"international";"JUILLET ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail224777@test.test";"international";"STAGE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224781@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224782@test.test";"international";"J'AI ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224783@test.test";"international";"-ANIMATRICE ";"2020-01-01";"2023-04-15";"partial";"0";"40";"accepted"
"monemail224784@test.test";"international";"SEPT ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail224785@test.test";"international";"HÔTEL ";"2020-01-01";"2023-02-14";"partial";"0";"38";"accepted"
"monemail224786@test.test";"international";"STAGIAIRE ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224787@test.test";"international";"STAGE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail224788@test.test";"international";"EN ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224789@test.test";"international";"- ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224792@test.test";"international";"ASSOCIÉE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224793@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224794@test.test";"international";"MAI ";"2020-01-01";"2020-04-30";"full";"0";"4";"accepted"
"monemail224795@test.test";"international";"CHEF ";"2020-01-01";"2022-06-19";"partial";"0";"30";"accepted"
"monemail224798@test.test";"international";"COMMERCIAL ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224799@test.test";"international";"SECRETAIRE ";"2020-01-01";"2023-12-11";"partial";"0";"48";"accepted"
"monemail224801@test.test";"international";"ASSISTANTE ";"2020-01-01";"2024-04-09";"partial";"0";"52";"accepted"
"monemail224803@test.test";"international";"J’AI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224804@test.test";"international";"INGENIEUR ";"2020-01-01";"2022-02-19";"partial";"0";"26";"accepted"
"monemail224805@test.test";"international";"RÉSERVISTE ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail224814@test.test";"international";"2019 ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224816@test.test";"international";"OUVRIER ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224819@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail224821@test.test";"international";"VENTE, ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail224825@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224829@test.test";"international";"2019 ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail224830@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224831@test.test";"international";"-MAI ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224834@test.test";"international";"RESPONSABLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail224840@test.test";"international";"BUSINESS ";"2020-01-01";"2022-07-19";"partial";"0";"31";"accepted"
"monemail224842@test.test";"international";"MBDA ";"2020-01-01";"2021-02-24";"full";"0";"14";"accepted"
"monemail224845@test.test";"international";"- ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail224846@test.test";"international";"08/2020 ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224850@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224852@test.test";"international";"BOULANGERIE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224853@test.test";"international";"PLUSIEURS ";"2020-01-01";"2022-02-19";"partial";"0";"26";"accepted"
"monemail224856@test.test";"international";"ALTERNANCE ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail224857@test.test";"international";"2022 ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224859@test.test";"international";"1ÈRE ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail224861@test.test";"international";"CONSEILLÈRE ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail224866@test.test";"international";"AUXILIAIRE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224874@test.test";"international";"EMPLOYÉE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224877@test.test";"international";"DEPUIS ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224879@test.test";"international";"STAGE: ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224880@test.test";"international";"SAPEUR-POMPIER.SECOURS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224885@test.test";"international";"OCTOBRE ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail224892@test.test";"international";"MEDIATOON ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224896@test.test";"international";"PRÉPARATRICE ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail224897@test.test";"international";"JUIN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224901@test.test";"international";"2021-2022 ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail224905@test.test";"international";"FÉVRIER-MARS ";"2020-01-01";"2022-11-16";"partial";"0";"35";"accepted"
"monemail224906@test.test";"international";"CARREFOUR ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224910@test.test";"international";"-ASSISTANTE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224912@test.test";"international";"AGENT ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
