"email";"typeExam";"score"
"monemail222867@test.test";"1";"124"
"monemail222867@test.test";"4";"860"
"monemail222868@test.test";"1";"121"
"monemail222868@test.test";"4";"795"
"monemail222870@test.test";"2";"337"
"monemail222870@test.test";"4";"980"
"monemail222871@test.test";"2";"250"
"monemail222871@test.test";"4";"755"
"monemail222874@test.test";"1";"115"
"monemail222874@test.test";"4";"880"
"monemail222875@test.test";"2";"277"
"monemail222875@test.test";"4";"820"
"monemail222876@test.test";"1";"87"
"monemail222876@test.test";"4";"990"
"monemail222877@test.test";"2";"217"
"monemail222877@test.test";"4";"750"
"monemail222878@test.test";"2";"320"
"monemail222878@test.test";"4";"965"
"monemail222880@test.test";"1";"66"
"monemail222880@test.test";"4";"795"
"monemail222881@test.test";"2";"197"
"monemail222881@test.test";"4";"820"
"monemail222882@test.test";"2";"213"
"monemail222882@test.test";"4";"810"
"monemail222883@test.test";"2";"213"
"monemail222883@test.test";"4";"805"
"monemail222884@test.test";"2";"247"
"monemail222884@test.test";"4";"830"
"monemail222885@test.test";"1";"103"
"monemail222885@test.test";"4";"865"
"monemail222887@test.test";"2";"150"
"monemail222887@test.test";"4";"920"
"monemail222888@test.test";"1";"107"
"monemail222888@test.test";"4";"855"
"monemail222889@test.test";"1";"106"
"monemail222889@test.test";"4";"935"
"monemail222890@test.test";"2";"243"
"monemail222890@test.test";"4";"705"
"monemail222891@test.test";"2";"230"
"monemail222891@test.test";"4";"895"
"monemail222892@test.test";"2";"183"
"monemail222892@test.test";"4";"925"
"monemail222893@test.test";"2";"377"
"monemail222893@test.test";"4";"940"
"monemail222895@test.test";"2";"207"
"monemail222895@test.test";"4";"860"
"monemail222898@test.test";"2";"200"
"monemail222898@test.test";"4";"965"
"monemail222899@test.test";"2";"187"
"monemail222899@test.test";"4";"840"
"monemail222900@test.test";"1";"150"
"monemail222900@test.test";"4";"830"
"monemail222901@test.test";"2";"150"
"monemail222901@test.test";"4";"810"
"monemail222902@test.test";"2";"210"
"monemail222902@test.test";"4";"890"
"monemail222904@test.test";"1";"71"
"monemail222904@test.test";"4";"885"
"monemail222905@test.test";"2";"273"
"monemail222905@test.test";"4";"815"
"monemail222909@test.test";"1";"115"
"monemail222909@test.test";"4";"830"
"monemail222912@test.test";"2";"257"
"monemail222912@test.test";"4";"820"
"monemail222913@test.test";"2";"250"
"monemail222913@test.test";"4";"690"
"monemail222914@test.test";"2";"267"
"monemail222914@test.test";"4";"940"
"monemail222916@test.test";"2";"357"
"monemail222916@test.test";"4";"920"
"monemail222917@test.test";"2";"340"
"monemail222917@test.test";"4";"905"
"monemail222918@test.test";"2";"307"
"monemail222918@test.test";"4";"935"
"monemail222920@test.test";"2";"297"
"monemail222920@test.test";"4";"910"
"monemail222921@test.test";"2";"300"
"monemail222921@test.test";"4";"680"
"monemail222923@test.test";"2";"207"
"monemail222923@test.test";"4";"640"
"monemail222924@test.test";"1";"76"
"monemail222924@test.test";"4";"690"
"monemail222926@test.test";"2";"113"
"monemail222926@test.test";"4";"760"
"monemail222928@test.test";"3";"760"
"monemail222928@test.test";"4";"950"
"monemail222929@test.test";"2";"190"
"monemail222929@test.test";"4";"895"
"monemail222930@test.test";"1";"115"
"monemail222930@test.test";"4";"835"
"monemail222931@test.test";"2";"217"
"monemail222931@test.test";"4";"965"
"monemail222933@test.test";"1";"99"
"monemail222933@test.test";"4";"860"
"monemail222934@test.test";"2";"240"
"monemail222934@test.test";"4";"945"
"monemail222935@test.test";"2";"377"
"monemail222935@test.test";"4";"920"
"monemail222936@test.test";"2";"230"
"monemail222936@test.test";"4";"895"
"monemail222937@test.test";"2";"333"
"monemail222937@test.test";"4";"825"
"monemail222939@test.test";"2";"270"
"monemail222939@test.test";"4";"855"
"monemail222940@test.test";"6";"520"
"monemail222940@test.test";"2";"170"
"monemail222942@test.test";"7";"7.5"
"monemail222942@test.test";"2";"273"
"monemail222943@test.test";"1";"95"
"monemail222943@test.test";"4";"810"
"monemail222945@test.test";"2";"327"
"monemail222945@test.test";"4";"820"
"monemail222946@test.test";"8";"58"
"monemail222946@test.test";"1";"89"
"monemail222947@test.test";"1";"90"
"monemail222947@test.test";"4";"735"
"monemail222948@test.test";"2";"247"
"monemail222948@test.test";"4";"945"
"monemail222949@test.test";"2";"300"
"monemail222949@test.test";"4";"945"
"monemail222950@test.test";"2";"170"
"monemail222950@test.test";"4";"965"
"monemail222952@test.test";"2";"260"
"monemail222952@test.test";"4";"840"
"monemail222953@test.test";"2";"273"
"monemail222953@test.test";"4";"975"
"monemail222954@test.test";"2";"277"
"monemail222954@test.test";"4";"850"
"monemail222957@test.test";"2";"193"
"monemail222957@test.test";"4";"960"
"monemail222958@test.test";"1";"130"
"monemail222958@test.test";"4";"910"
"monemail222959@test.test";"2";"327"
"monemail222959@test.test";"4";"960"
"monemail222960@test.test";"2";"223"
"monemail222960@test.test";"4";"850"
"monemail222961@test.test";"5";"99"
"monemail222961@test.test";"2";"253"
"monemail222962@test.test";"8";"61"
"monemail222962@test.test";"1";"98"
"monemail222963@test.test";"2";"260"
"monemail222963@test.test";"4";"890"
"monemail222964@test.test";"1";"88"
"monemail222964@test.test";"4";"775"
"monemail222965@test.test";"2";"183"
"monemail222965@test.test";"4";"695"
"monemail222966@test.test";"2";"203"
"monemail222966@test.test";"4";"700"
"monemail222967@test.test";"2";"313"
"monemail222967@test.test";"4";"850"
"monemail222968@test.test";"2";"177"
"monemail222968@test.test";"4";"660"
"monemail222971@test.test";"1";"92"
"monemail222971@test.test";"4";"660"
"monemail222973@test.test";"2";"237"
"monemail222973@test.test";"4";"920"
"monemail222975@test.test";"2";"347"
"monemail222975@test.test";"4";"950"
"monemail222976@test.test";"2";"287"
"monemail222976@test.test";"4";"860"
"monemail222977@test.test";"2";"167"
"monemail222977@test.test";"4";"815"
"monemail222978@test.test";"2";"183"
"monemail222978@test.test";"4";"960"
"monemail222979@test.test";"2";"180"
"monemail222979@test.test";"4";"715"
"monemail222980@test.test";"2";"293"
"monemail222980@test.test";"4";"900"
"monemail222981@test.test";"2";"227"
"monemail222981@test.test";"4";"895"
"monemail222983@test.test";"2";"327"
"monemail222983@test.test";"4";"975"
"monemail222984@test.test";"1";"101"
"monemail222984@test.test";"4";"970"
"monemail222985@test.test";"2";"163"
"monemail222985@test.test";"4";"910"
"monemail222986@test.test";"2";"230"
"monemail222986@test.test";"4";"765"
"monemail222987@test.test";"1";"105"
"monemail222987@test.test";"4";"900"
"monemail222989@test.test";"2";"277"
"monemail222989@test.test";"4";"655"
"monemail222990@test.test";"2";"197"
"monemail222990@test.test";"4";"905"
"monemail222992@test.test";"2";"220"
"monemail222992@test.test";"4";"790"
"monemail222993@test.test";"1";"91"
"monemail222993@test.test";"4";"920"
"monemail222995@test.test";"2";"173"
"monemail222995@test.test";"4";"735"
"monemail222996@test.test";"1";"127"
"monemail222996@test.test";"4";"905"
"monemail222997@test.test";"2";"197"
"monemail222997@test.test";"4";"960"
"monemail223000@test.test";"2";"223"
"monemail223000@test.test";"4";"415"
"monemail223002@test.test";"2";"230"
"monemail223002@test.test";"4";"750"
"monemail223004@test.test";"1";"78"
"monemail223004@test.test";"4";"850"
"monemail223005@test.test";"1";"103"
"monemail223005@test.test";"4";"765"
"monemail223007@test.test";"2";"240"
"monemail223007@test.test";"4";"795"
"monemail223010@test.test";"2";"263"
"monemail223010@test.test";"4";"690"
"monemail223011@test.test";"1";"124"
"monemail223011@test.test";"4";"865"
"monemail223012@test.test";"2";"113"
"monemail223012@test.test";"4";"925"
"monemail223014@test.test";"2";"220"
"monemail223014@test.test";"4";"895"
"monemail223015@test.test";"3";"380"
"monemail223015@test.test";"4";"915"
"monemail223016@test.test";"2";"287"
"monemail223016@test.test";"4";"890"
"monemail223017@test.test";"2";"343"
"monemail223017@test.test";"4";"990"
"monemail223018@test.test";"2";"310"
"monemail223018@test.test";"4";"985"
"monemail223020@test.test";"2";"243"
"monemail223020@test.test";"4";"950"
"monemail223021@test.test";"2";"270"
"monemail223021@test.test";"4";"930"
"monemail223022@test.test";"2";"247"
"monemail223022@test.test";"4";"930"
"monemail223025@test.test";"1";"119"
"monemail223025@test.test";"4";"955"
"monemail223027@test.test";"2";"223"
"monemail223027@test.test";"4";"845"
"monemail223029@test.test";"2";"277"
"monemail223029@test.test";"4";"990"
"monemail223033@test.test";"2";"343"
"monemail223033@test.test";"4";"980"
"monemail223034@test.test";"2";"293"
"monemail223034@test.test";"4";"960"
"monemail223035@test.test";"2";"223"
"monemail223035@test.test";"4";"620"
"monemail223039@test.test";"5";"106"
"monemail223039@test.test";"2";"283"
"monemail223041@test.test";"5";"107"
"monemail223041@test.test";"2";"373"
"monemail223043@test.test";"2";"217"
"monemail223043@test.test";"4";"975"
"monemail223045@test.test";"2";"280"
"monemail223045@test.test";"4";"865"
"monemail223049@test.test";"2";"273"
"monemail223049@test.test";"4";"615"
"monemail223050@test.test";"1";"116"
"monemail223050@test.test";"4";"810"
"monemail223053@test.test";"2";"263"
"monemail223053@test.test";"4";"900"
"monemail223054@test.test";"2";"313"
"monemail223054@test.test";"4";"845"
"monemail223055@test.test";"2";"247"
"monemail223055@test.test";"4";"810"
"monemail223056@test.test";"1";"146"
"monemail223056@test.test";"4";"690"
"monemail223057@test.test";"2";"273"
"monemail223057@test.test";"4";"710"
"monemail223059@test.test";"2";"253"
"monemail223059@test.test";"4";"815"
"monemail223060@test.test";"2";"250"
"monemail223060@test.test";"4";"720"
"monemail223062@test.test";"2";"347"
"monemail223062@test.test";"4";"880"
"monemail223064@test.test";"2";"223"
"monemail223064@test.test";"4";"960"
"monemail223065@test.test";"2";"317"
"monemail223065@test.test";"4";"960"
"monemail223066@test.test";"1";"84"
"monemail223066@test.test";"4";"860"
"monemail223067@test.test";"2";"240"
"monemail223067@test.test";"4";"870"
"monemail223068@test.test";"2";"223"
"monemail223068@test.test";"4";"955"
"monemail223069@test.test";"2";"197"
"monemail223069@test.test";"4";"970"
"monemail223070@test.test";"2";"250"
"monemail223070@test.test";"4";"910"
"monemail223071@test.test";"2";"253"
"monemail223071@test.test";"4";"830"
"monemail223073@test.test";"1";"68"
"monemail223073@test.test";"4";"525"
"monemail223075@test.test";"2";"147"
"monemail223075@test.test";"4";"875"
"monemail223076@test.test";"1";"100"
"monemail223076@test.test";"4";"875"
"monemail223078@test.test";"2";"237"
"monemail223078@test.test";"4";"920"
"monemail223079@test.test";"2";"257"
"monemail223079@test.test";"4";"835"
"monemail223080@test.test";"2";"180"
"monemail223080@test.test";"4";"825"
"monemail223085@test.test";"2";"307"
"monemail223085@test.test";"4";"770"
"monemail223086@test.test";"2";"367"
"monemail223086@test.test";"4";"885"
"monemail223088@test.test";"2";"290"
"monemail223088@test.test";"4";"990"
"monemail223089@test.test";"2";"273"
"monemail223089@test.test";"4";"850"
"monemail223091@test.test";"2";"310"
"monemail223091@test.test";"4";"950"
"monemail223092@test.test";"2";"227"
"monemail223092@test.test";"4";"895"
"monemail223094@test.test";"2";"117"
"monemail223094@test.test";"4";"890"
"monemail223095@test.test";"2";"173"
"monemail223095@test.test";"4";"890"
"monemail223096@test.test";"2";"250"
"monemail223096@test.test";"4";"860"
"monemail223097@test.test";"2";"213"
"monemail223097@test.test";"4";"915"
"monemail223098@test.test";"2";"213"
"monemail223098@test.test";"4";"545"
"monemail223101@test.test";"2";"320"
"monemail223101@test.test";"4";"935"
"monemail223103@test.test";"2";"377"
"monemail223103@test.test";"4";"955"
"monemail223104@test.test";"1";"105"
"monemail223104@test.test";"4";"925"
"monemail223105@test.test";"1";"46"
"monemail223105@test.test";"4";"895"
"monemail223107@test.test";"1";"88"
"monemail223107@test.test";"4";"790"
"monemail223109@test.test";"2";"217"
"monemail223109@test.test";"4";"850"
"monemail223110@test.test";"2";"323"
"monemail223110@test.test";"4";"965"
"monemail223111@test.test";"1";"77"
"monemail223111@test.test";"4";"855"
"monemail223113@test.test";"1";"103"
"monemail223113@test.test";"4";"865"
"monemail223116@test.test";"3";"620"
"monemail223116@test.test";"7";"8"
"monemail223119@test.test";"2";"283"
"monemail223119@test.test";"4";"925"
"monemail223121@test.test";"2";"233"
"monemail223121@test.test";"4";"590"
"monemail223122@test.test";"2";"207"
"monemail223122@test.test";"4";"895"
"monemail223123@test.test";"2";"260"
"monemail223123@test.test";"4";"900"
"monemail223125@test.test";"2";"260"
"monemail223125@test.test";"4";"970"
"monemail223126@test.test";"2";"217"
"monemail223126@test.test";"4";"820"
"monemail223127@test.test";"2";"323"
"monemail223127@test.test";"4";"875"
"monemail223128@test.test";"2";"217"
"monemail223128@test.test";"4";"765"
"monemail223130@test.test";"2";"203"
"monemail223130@test.test";"4";"840"
"monemail223131@test.test";"2";"360"
"monemail223131@test.test";"4";"985"
"monemail223135@test.test";"2";"300"
"monemail223135@test.test";"4";"930"
"monemail223136@test.test";"2";"323"
"monemail223136@test.test";"4";"990"
"monemail223138@test.test";"2";"250"
"monemail223138@test.test";"4";"935"
"monemail223140@test.test";"2";"273"
"monemail223140@test.test";"4";"990"
"monemail223142@test.test";"2";"177"
"monemail223142@test.test";"4";"875"
"monemail223148@test.test";"2";"333"
"monemail223148@test.test";"4";"990"
"monemail223149@test.test";"2";"117"
"monemail223149@test.test";"4";"510"
"monemail223150@test.test";"1";"82"
"monemail223150@test.test";"4";"830"
"monemail223151@test.test";"1";"79"
"monemail223151@test.test";"4";"760"
"monemail223152@test.test";"1";"106"
"monemail223152@test.test";"4";"940"
"monemail223153@test.test";"2";"263"
"monemail223153@test.test";"4";"790"
"monemail223155@test.test";"2";"193"
"monemail223155@test.test";"4";"890"
"monemail223156@test.test";"2";"310"
"monemail223156@test.test";"4";"880"
"monemail223158@test.test";"2";"253"
"monemail223158@test.test";"4";"860"
"monemail223160@test.test";"2";"310"
"monemail223160@test.test";"4";"845"
"monemail223161@test.test";"1";"131"
"monemail223161@test.test";"4";"930"
"monemail223165@test.test";"1";"93"
"monemail223165@test.test";"4";"910"
"monemail223168@test.test";"1";"103"
"monemail223168@test.test";"4";"975"
"monemail223169@test.test";"2";"263"
"monemail223169@test.test";"4";"550"
"monemail223170@test.test";"2";"330"
"monemail223170@test.test";"4";"830"
"monemail223172@test.test";"1";"75"
"monemail223172@test.test";"4";"595"
"monemail223173@test.test";"2";"220"
"monemail223173@test.test";"4";"830"
"monemail223175@test.test";"2";"377"
"monemail223175@test.test";"4";"930"
"monemail223177@test.test";"2";"277"
"monemail223177@test.test";"4";"950"
"monemail223179@test.test";"2";"317"
"monemail223179@test.test";"4";"885"
"monemail223180@test.test";"1";"90"
"monemail223180@test.test";"4";"645"
"monemail223181@test.test";"2";"210"
"monemail223181@test.test";"4";"735"
"monemail223182@test.test";"2";"183"
"monemail223182@test.test";"4";"770"
"monemail223184@test.test";"2";"173"
"monemail223184@test.test";"4";"955"
"monemail223185@test.test";"2";"290"
"monemail223185@test.test";"4";"825"
"monemail223188@test.test";"2";"187"
"monemail223188@test.test";"4";"455"
"monemail223189@test.test";"2";"273"
"monemail223189@test.test";"4";"970"
"monemail223190@test.test";"2";"337"
"monemail223190@test.test";"4";"980"
"monemail223191@test.test";"1";"68"
"monemail223191@test.test";"4";"860"
"monemail223192@test.test";"2";"253"
"monemail223192@test.test";"4";"860"
"monemail223193@test.test";"2";"277"
"monemail223193@test.test";"4";"880"
"monemail223194@test.test";"3";"520"
"monemail223194@test.test";"5";"111"
"monemail223196@test.test";"2";"270"
"monemail223196@test.test";"4";"985"
"monemail223197@test.test";"3";"620"
"monemail223197@test.test";"4";"975"
"monemail223198@test.test";"2";"110"
"monemail223198@test.test";"4";"470"
"monemail223200@test.test";"2";"300"
"monemail223200@test.test";"4";"815"
"monemail223201@test.test";"1";"71"
"monemail223201@test.test";"4";"595"
"monemail223202@test.test";"1";"111"
"monemail223202@test.test";"4";"940"
"monemail223203@test.test";"2";"193"
"monemail223203@test.test";"4";"920"
"monemail223204@test.test";"2";"257"
"monemail223204@test.test";"4";"855"
"monemail223205@test.test";"1";"101"
"monemail223205@test.test";"4";"945"
"monemail223206@test.test";"2";"237"
"monemail223206@test.test";"4";"785"
"monemail223207@test.test";"5";"56"
"monemail223207@test.test";"1";"85"
"monemail223208@test.test";"2";"240"
"monemail223208@test.test";"4";"795"
"monemail223209@test.test";"2";"293"
"monemail223209@test.test";"4";"965"
"monemail223211@test.test";"5";"107"
"monemail223211@test.test";"2";"250"
"monemail223212@test.test";"1";"110"
"monemail223212@test.test";"4";"905"
"monemail223213@test.test";"2";"270"
"monemail223213@test.test";"4";"850"
"monemail223216@test.test";"1";"141"
"monemail223216@test.test";"4";"925"
"monemail223217@test.test";"1";"107"
"monemail223217@test.test";"4";"935"
"monemail223219@test.test";"2";"190"
"monemail223219@test.test";"4";"480"
"monemail223221@test.test";"2";"117"
"monemail223221@test.test";"4";"810"
"monemail223222@test.test";"1";"122"
"monemail223222@test.test";"4";"985"
"monemail223223@test.test";"2";"223"
"monemail223223@test.test";"4";"900"
"monemail223224@test.test";"2";"273"
"monemail223224@test.test";"4";"940"
"monemail223226@test.test";"2";"233"
"monemail223226@test.test";"4";"980"
"monemail223228@test.test";"2";"213"
"monemail223228@test.test";"4";"945"
"monemail223230@test.test";"1";"127"
"monemail223230@test.test";"4";"975"
"monemail223232@test.test";"2";"210"
"monemail223232@test.test";"4";"420"
"monemail223234@test.test";"2";"150"
"monemail223234@test.test";"4";"820"
"monemail223235@test.test";"1";"116"
"monemail223235@test.test";"4";"885"
"monemail223236@test.test";"7";"6.5"
"monemail223236@test.test";"2";"200"
"monemail223238@test.test";"2";"347"
"monemail223238@test.test";"4";"785"
"monemail223239@test.test";"2";"223"
"monemail223239@test.test";"4";"975"
"monemail223240@test.test";"2";"220"
"monemail223240@test.test";"4";"925"
"monemail223241@test.test";"1";"117"
"monemail223241@test.test";"4";"845"
"monemail223242@test.test";"2";"267"
"monemail223242@test.test";"4";"930"
"monemail223243@test.test";"1";"74"
"monemail223243@test.test";"4";"560"
"monemail223244@test.test";"2";"357"
"monemail223244@test.test";"4";"930"
"monemail223247@test.test";"2";"293"
"monemail223247@test.test";"4";"840"
"monemail223250@test.test";"2";"150"
"monemail223250@test.test";"4";"530"
"monemail223251@test.test";"2";"260"
"monemail223251@test.test";"4";"855"
"monemail223252@test.test";"2";"240"
"monemail223252@test.test";"4";"890"
"monemail223254@test.test";"2";"187"
"monemail223254@test.test";"4";"795"
"monemail223255@test.test";"2";"330"
"monemail223255@test.test";"4";"990"
"monemail223256@test.test";"1";"66"
"monemail223256@test.test";"4";"760"
"monemail223257@test.test";"2";"257"
"monemail223257@test.test";"4";"950"
"monemail223258@test.test";"1";"114"
"monemail223258@test.test";"4";"830"
"monemail223259@test.test";"2";"267"
"monemail223259@test.test";"4";"645"
"monemail223260@test.test";"2";"263"
"monemail223260@test.test";"4";"900"
"monemail223263@test.test";"2";"270"
"monemail223263@test.test";"4";"955"
"monemail223264@test.test";"2";"280"
"monemail223264@test.test";"4";"915"
"monemail223266@test.test";"2";"247"
"monemail223266@test.test";"4";"720"
"monemail223267@test.test";"1";"110"
"monemail223267@test.test";"4";"915"
"monemail223268@test.test";"3";"740"
"monemail223268@test.test";"5";"114"
"monemail223271@test.test";"1";"92"
"monemail223271@test.test";"4";"635"
"monemail223272@test.test";"2";"253"
"monemail223272@test.test";"4";"845"
"monemail223273@test.test";"2";"93"
"monemail223273@test.test";"4";"890"
"monemail223274@test.test";"2";"250"
"monemail223274@test.test";"4";"900"
"monemail223276@test.test";"2";"353"
"monemail223276@test.test";"4";"925"
"monemail223278@test.test";"2";"363"
"monemail223278@test.test";"4";"975"
"monemail223279@test.test";"2";"227"
"monemail223279@test.test";"4";"845"
"monemail223280@test.test";"2";"200"
"monemail223280@test.test";"4";"780"
"monemail223281@test.test";"2";"310"
"monemail223281@test.test";"4";"915"
"monemail223282@test.test";"1";"69"
"monemail223282@test.test";"4";"825"
"monemail223283@test.test";"2";"250"
"monemail223283@test.test";"4";"810"
"monemail223284@test.test";"2";"297"
"monemail223284@test.test";"4";"910"
"monemail223286@test.test";"2";"207"
"monemail223286@test.test";"4";"630"
"monemail223287@test.test";"2";"150"
"monemail223287@test.test";"4";"820"
"monemail223289@test.test";"2";"197"
"monemail223289@test.test";"4";"900"
"monemail223292@test.test";"2";"330"
"monemail223292@test.test";"4";"990"
"monemail223293@test.test";"1";"71"
"monemail223293@test.test";"4";"900"
"monemail223294@test.test";"2";"160"
"monemail223294@test.test";"4";"960"
"monemail223295@test.test";"2";"213"
"monemail223295@test.test";"4";"630"
"monemail223296@test.test";"2";"177"
"monemail223296@test.test";"4";"795"
"monemail223298@test.test";"2";"253"
"monemail223298@test.test";"4";"945"
"monemail223299@test.test";"2";"290"
"monemail223299@test.test";"4";"920"
"monemail223300@test.test";"1";"101"
"monemail223300@test.test";"4";"925"
"monemail223301@test.test";"2";"290"
"monemail223301@test.test";"4";"840"
"monemail223302@test.test";"2";"267"
"monemail223302@test.test";"4";"975"
"monemail223303@test.test";"1";"99"
"monemail223303@test.test";"4";"820"
"monemail223304@test.test";"2";"220"
"monemail223304@test.test";"4";"770"
"monemail223305@test.test";"2";"280"
"monemail223305@test.test";"4";"870"
"monemail223306@test.test";"2";"367"
"monemail223306@test.test";"4";"810"
"monemail223307@test.test";"2";"210"
"monemail223307@test.test";"4";"835"
"monemail223308@test.test";"1";"112"
"monemail223308@test.test";"4";"845"
"monemail223309@test.test";"2";"223"
"monemail223309@test.test";"4";"950"
"monemail223313@test.test";"1";"110"
"monemail223313@test.test";"4";"845"
"monemail223314@test.test";"2";"343"
"monemail223314@test.test";"4";"970"
"monemail223315@test.test";"2";"363"
"monemail223315@test.test";"4";"960"
"monemail223317@test.test";"2";"383"
"monemail223317@test.test";"4";"985"
"monemail223318@test.test";"2";"293"
"monemail223318@test.test";"4";"950"
"monemail223319@test.test";"2";"177"
"monemail223319@test.test";"4";"910"
"monemail223320@test.test";"2";"173"
"monemail223320@test.test";"4";"720"
"monemail223321@test.test";"2";"240"
"monemail223321@test.test";"4";"920"
"monemail223323@test.test";"2";"177"
"monemail223323@test.test";"4";"345"
"monemail223324@test.test";"2";"257"
"monemail223324@test.test";"4";"930"
"monemail223326@test.test";"2";"253"
"monemail223326@test.test";"4";"855"
"monemail223328@test.test";"2";"273"
"monemail223328@test.test";"4";"905"
"monemail223329@test.test";"1";"92"
"monemail223329@test.test";"4";"820"
"monemail223330@test.test";"2";"200"
"monemail223330@test.test";"4";"765"
"monemail223331@test.test";"1";"137"
"monemail223331@test.test";"4";"895"
"monemail223332@test.test";"2";"173"
"monemail223332@test.test";"4";"815"
"monemail223333@test.test";"2";"283"
"monemail223333@test.test";"4";"945"
"monemail223334@test.test";"2";"350"
"monemail223334@test.test";"4";"975"
"monemail223335@test.test";"2";"153"
"monemail223335@test.test";"4";"740"
"monemail223337@test.test";"2";"307"
"monemail223337@test.test";"4";"915"
"monemail223338@test.test";"2";"170"
"monemail223338@test.test";"4";"915"
"monemail223340@test.test";"2";"377"
"monemail223340@test.test";"4";"980"
"monemail223341@test.test";"5";"98"
"monemail223341@test.test";"2";"250"
"monemail223343@test.test";"2";"307"
"monemail223343@test.test";"4";"990"
"monemail223344@test.test";"1";"46"
"monemail223344@test.test";"4";"550"
"monemail223345@test.test";"2";"213"
"monemail223345@test.test";"4";"875"
"monemail223346@test.test";"2";"320"
"monemail223346@test.test";"4";"955"
"monemail223347@test.test";"2";"290"
"monemail223347@test.test";"4";"860"
"monemail223348@test.test";"2";"387"
"monemail223348@test.test";"4";"965"
"monemail223349@test.test";"2";"207"
"monemail223349@test.test";"4";"795"
"monemail223350@test.test";"2";"300"
"monemail223350@test.test";"4";"900"
"monemail223351@test.test";"2";"267"
"monemail223351@test.test";"4";"815"
"monemail223352@test.test";"2";"247"
"monemail223352@test.test";"4";"930"
"monemail223353@test.test";"2";"333"
"monemail223353@test.test";"4";"970"
"monemail223354@test.test";"2";"310"
"monemail223354@test.test";"4";"865"
"monemail223355@test.test";"2";"297"
"monemail223355@test.test";"4";"955"
"monemail223356@test.test";"2";"170"
"monemail223356@test.test";"4";"785"
"monemail223357@test.test";"2";"343"
"monemail223357@test.test";"4";"930"
"monemail223358@test.test";"2";"320"
"monemail223358@test.test";"4";"780"
"monemail223359@test.test";"1";"85"
"monemail223359@test.test";"4";"915"
"monemail223360@test.test";"1";"141"
"monemail223360@test.test";"4";"950"
"monemail223361@test.test";"1";"112"
"monemail223361@test.test";"4";"815"
"monemail223362@test.test";"2";"240"
"monemail223362@test.test";"4";"835"
"monemail223363@test.test";"2";"230"
"monemail223363@test.test";"4";"750"
"monemail223364@test.test";"2";"337"
"monemail223364@test.test";"4";"990"
"monemail223365@test.test";"1";"124"
"monemail223365@test.test";"4";"970"
"monemail223367@test.test";"2";"287"
"monemail223367@test.test";"4";"845"
"monemail223369@test.test";"2";"233"
"monemail223369@test.test";"4";"800"
"monemail223370@test.test";"2";"333"
"monemail223370@test.test";"4";"825"
"monemail223371@test.test";"2";"347"
"monemail223371@test.test";"4";"960"
"monemail223372@test.test";"1";"68"
"monemail223372@test.test";"4";"690"
"monemail223373@test.test";"1";"137"
"monemail223373@test.test";"4";"860"
"monemail223374@test.test";"2";"273"
"monemail223374@test.test";"4";"790"
"monemail223375@test.test";"2";"290"
"monemail223375@test.test";"4";"840"
"monemail223377@test.test";"2";"307"
"monemail223377@test.test";"4";"905"
"monemail223378@test.test";"2";"293"
"monemail223378@test.test";"4";"770"
"monemail223379@test.test";"2";"210"
"monemail223379@test.test";"4";"415"
"monemail223380@test.test";"2";"270"
"monemail223380@test.test";"4";"875"
"monemail223381@test.test";"2";"203"
"monemail223381@test.test";"4";"910"
"monemail223382@test.test";"2";"227"
"monemail223382@test.test";"4";"905"
"monemail223384@test.test";"2";"253"
"monemail223384@test.test";"4";"755"
"monemail223385@test.test";"2";"217"
"monemail223385@test.test";"4";"870"
"monemail223387@test.test";"1";"84"
"monemail223387@test.test";"4";"900"
"monemail223388@test.test";"2";"313"
"monemail223388@test.test";"4";"980"
"monemail223389@test.test";"2";"170"
"monemail223389@test.test";"4";"920"
"monemail223390@test.test";"2";"267"
"monemail223390@test.test";"4";"870"
"monemail223391@test.test";"2";"317"
"monemail223391@test.test";"4";"925"
"monemail223392@test.test";"1";"130"
"monemail223392@test.test";"4";"880"
"monemail223393@test.test";"2";"247"
"monemail223393@test.test";"4";"920"
"monemail223394@test.test";"5";"105"
"monemail223394@test.test";"2";"160"
"monemail223395@test.test";"2";"263"
"monemail223395@test.test";"4";"770"
"monemail223396@test.test";"2";"253"
"monemail223396@test.test";"4";"935"
"monemail223398@test.test";"2";"127"
"monemail223398@test.test";"4";"575"
"monemail223399@test.test";"1";"80"
"monemail223399@test.test";"4";"865"
"monemail223401@test.test";"2";"247"
"monemail223401@test.test";"4";"825"
"monemail223402@test.test";"2";"313"
"monemail223402@test.test";"4";"905"
"monemail223403@test.test";"2";"197"
"monemail223403@test.test";"4";"825"
"monemail223404@test.test";"2";"153"
"monemail223404@test.test";"4";"545"
"monemail223405@test.test";"2";"257"
"monemail223405@test.test";"4";"950"
"monemail223406@test.test";"2";"260"
"monemail223406@test.test";"4";"760"
"monemail223407@test.test";"2";"253"
"monemail223407@test.test";"4";"835"
"monemail223409@test.test";"2";"283"
"monemail223409@test.test";"4";"710"
"monemail223410@test.test";"2";"357"
"monemail223410@test.test";"4";"850"
"monemail223411@test.test";"2";"367"
"monemail223411@test.test";"4";"855"
"monemail223412@test.test";"7";"7"
"monemail223412@test.test";"2";"173"
"monemail223413@test.test";"1";"139"
"monemail223413@test.test";"4";"955"
"monemail223414@test.test";"2";"227"
"monemail223414@test.test";"4";"930"
"monemail223416@test.test";"2";"373"
"monemail223416@test.test";"4";"980"
