"email";"bacSupYear";"bacSupDiploma";"bacSupDiplomaChannel";"bacSupDiplomaDetails";"bacSupEstablishment";"bacSupEstablishmentPostalCode";"bacSupEstablishmentCity";"bacSupEstablishmentCountry";"schoolReportType";"schoolReportAverage1";"schoolReportSavedAverage1";"schoolReportAverageNonStandard1";"schoolReportMedia1Status";"schoolReportAverage2";"schoolReportSavedAverage2";"schoolReportAverageNonStandard2";"schoolReportMedia2Status";"bacSupDual";"bacSupDualDiploma";"bacSupDualDiplomaChannel";"bacSupDualDiplomaDetails";"bacSupDualEstablishment";"bacSupDualEstablishmentPostalCode";"bacSupDualEstablishmentCity";"bacSupDualEstablishmentCountry";"bacSupDualSchoolReportType";"bacSupDualSchoolReportAverage1";"bacSupDualSchoolReportSavedAverage1";"bacSupDualSchoolReportAverageNonStandard1";"bacSupDualSchoolReportMedia1Status";"bacSupDualSchoolReportAverage2";"bacSupDualSchoolReportSavedAverage2";"bacSupDualSchoolReportAverageNonStandard2";"bacSupDualSchoolReportMedia2Status"
"monemail222278@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ DE MONTPELLIER , FACULTÉ RICHTER";"34960";"MONTPELLIER CEDEX 2";"FRA";"Semestriel";"10.83";"10.83";"0";"approved";"13.44";"13.44";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222279@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ MONTPELLIER - FACULTÉ D'ÉCONOMIE ";"34 000";"MONTPELLIER CEDEX 2";"FRA";"Semestriel";"12.58";"12.58";"0";"approved";"17.42";"17.42";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222280@test.test";"2020";"LICENCE 3";"GESTION";;"UNIVERSITÉ PARIS-DAUPHINE";"75016";"PARIS";"FRA";"Semestriel";"11.67";"11.67";"0";"approved";"14.74";"14.74";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222281@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ DE MONTPELLIER";"34000";"MONTPELLIER";"FRA";"Semestriel";"14.78";"14.78";"0";"approved";"12.00";"12.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222282@test.test";"2019";"LICENCE 3";" Autre - Préciser";"BUSINESS ET COMMERCE INTERNATIONAL";"IAE SAVOIE MONT-BLANC";"73000";"JACOB-BELLECOMBETTE";"FRA";"Semestriel";"10.40";"10.40";"0";"approved";"13.18";"13.18";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222284@test.test";"2015";"LICENCE 3";"LANGUES ÉTRANGÈRES APPLIQUÉES";;"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE";"FRA";"Semestriel";"11.35";"11.35";"0";"approved";"13.48";"13.48";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222285@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"I.U.T. CLERMONT-AUVERGNE";"03100";"MONTLÇON";"FRA";"Semestriel";"8.51";"8.51";"0";"approved";"11.71";"11.71";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222286@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ DE BORDEAUX";"33600";"PESSAC";"FRA";"Annuel";"11.75";"11.75";"0";"approved";"11.75";"11.75";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222288@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR EN MANAGEMENT";"TOULOUSE BUSINESS SCHOOL";"31130";"QUINT-FONSEGRIVES";"FRA";"Annuel";"12.75";"12.75";"0";"approved";"12.75";"12.75";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222289@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ CLAUDE BERNARD LYON 1";"69100";"VILLEURBANNE";"FRA";"Semestriel";"12.57";"12.57";"0";"approved";"11.89";"11.89";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222290@test.test";"2019";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ DE RENNES 2";"35000";"RENNES";"FRA";"Semestriel";"13.90";"13.90";"0";"approved";"14.70";"14.70";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222291@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE LYON 2 - LYCÉE LA MARTINIÈRE DUCHÈRE";"69007";"LYON";"FRA";"Annuel";"14.71";"14.71";"0";"approved";"14.71";"14.71";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222292@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE LYON 2 - LYCEE LA MARTINIERE DUCHÈRE";"69007";"LYON";"FRA";"Semestriel";"15.92";"15.92";"0";"approved";"17.71";"17.71";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222294@test.test";"2017";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"INTERNATIONAL BUSINESS ADMINAISTRATION";"MONTPELLIER BUSINESS SCHOOL";"34080";"MONTPELLIER";"FRA";"Annuel";"12.51";"12.51";"0";"approved";"12.51";"12.51";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222296@test.test";"2019";"LICENCE 3";"GESTION";;"UNIVERSITÉ PARIS 1 PANTHÉON SORBONNE";"75005";"PARIS";"FRA";"Annuel";"10.00";"10.00";"0";"approved";"10.00";"10.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222297@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"06902";"SOPHIA-ANTIPOLIS";"FRA";"Annuel";"15.48";"15.48";"0";"approved";"15.48";"15.48";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222298@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT PARIS RIVES DE SEINE";"75016";"PARIS";"FRA";"Semestriel";"13.77";"13.77";"0";"approved";"13.25";"13.25";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222299@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE LUMIERE LYON 2";"69007";"LYON 7EME ARRONDISSEMENT";"FRA";"Annuel";"14.20";"14.20";"0";"approved";"14.20";"14.20";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222300@test.test";"2017";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ RENNES 2";"35000";"RENNES";"FRA";"Annuel";"11.84";"11.84";"0";"approved";"11.84";"11.84";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222302@test.test";"2019";"LICENCE 3";"DROIT";;"UNIVERSITE CATHOLIQUE DE L'OUEST";"49000";"ANGERS";"FRA";"Semestriel";"11.09";"11.09";"0";"approved";"12.43";"12.43";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222306@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ BORDEAUX MONTAIGNE ";"33607";"PESSAC";"FRA";"Semestriel";"14.04";"14.04";"0";"approved";"14.47";"14.47";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222307@test.test";"2018";"LICENCE 3";" Autre - Préciser";"STYLISME MODELISME";"ESMOD ROUBAIX";"59100";"ROUBAIX";"FRA";"Semestriel";"15.80";"15.80";"0";"approved";"16.10";"16.10";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222308@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UCO ANGERS - FACULTÉ DE DROIT ÉCONOMIE GESTION";"49000";"ANGERS";"FRA";"Semestriel";"14.91";"14.91";"0";"approved";"12.45";"12.45";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222309@test.test";"2021";"LICENCE 2";"ÉCONOMIE";;"FACULTÉ DE GESTION, ECONOMIE & SCIENCES";"59800";"LILLE";"FRA";"Semestriel";"10.00";"10.00";"0";"approved";"12.94";"12.94";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222311@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"INSTITUT CATHOLIQUE DE RENNES";"35170";"BRUZ";"FRA";"Annuel";"16.00";"16.00";"0";"approved";"16.00";"16.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222312@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"GESTION DES AFFAIRES IMMOBILIÈRES";"ESPI";"92300";"LEVALLOIS-PERRET";"FRA";"Semestriel";"13.83";"13.83";"0";"approved";"11.99";"11.99";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222313@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BANQUE ET FINANCE";"KEDGE BUSINESS SCHOOL";"33405";"TALENCE";"FRA";"Annuel";"15.60";"15.60";"0";"approved";"15.60";"15.60";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222314@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BUSINESS";"RENNES SCHOOL OF BUSINESS";"35085";"RENNES";"FRA";"Annuel";NULL;NULL;"1";"approved";NULL;NULL;"1";"approved";"0";;;;;;;;;;;;;;;;
"monemail222316@test.test";"2019";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ DE ROUEN";"76000";"ROUEN";"FRA";"Semestriel";"10.98";"10.98";"0";"approved";"10.49";"10.49";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222318@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"92156";"SURESNES";"FRA";"Semestriel";"13.05";"13.05";"0";"approved";"15.02";"15.02";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222324@test.test";"2019";"LICENCE 3";"DROIT";;"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Annuel";"12.39";"12.39";"0";"approved";"12.39";"12.39";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222325@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR IN MANAGEMENT";"AUDENCIA BUSINESS SCHOOL";"44100";"NANTES";"FRA";"Annuel";"13.06";"13.06";"0";"approved";"13.06";"13.06";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222328@test.test";"2020";"LICENCE 2";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ DE ROUEN NORMANDIE";"27170";"BEAUMONT LE ROGER";"FRA";"Semestriel";"11.41";"11.41";"0";"approved";"11.97";"11.97";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222330@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR MARKETING ET COMMERCIAL";"ESGCI";"75011";"PARIS 11";"FRA";"Semestriel";"10.70";"10.70";"0";"approved";"10.97";"10.97";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222331@test.test";"2020";"DUETI";"Préciser l'intitulé";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS";"IUT D’ANGERS";"49000";"ANGERS";"FRA";"Semestriel";"12.16";"12.16";"0";"approved";"13.17";"13.17";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222334@test.test";"2020";"LICENCE 3";"GEOGRAPHIE ET AMENAGEMENT";;"SORBONNE UNIVERSITÉ";"75005";"PARIS";"FRA";"Semestriel";"9.78";"9.78";"0";"approved";"11.33";"11.33";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222335@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR EN MANAGEMENT SPÉCIALITÉ BANQUE ET FINANCE";"KEDGE BUSINESS SCHOOL";"33405";"TALENCE";"FRA";"Annuel";"13.86";"13.86";"0";"approved";"13.86";"13.86";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222336@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"92150";"SURESNES";"FRA";"Semestriel";"13.45";"13.45";"0";"approved";"14.19";"14.19";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222338@test.test";"2020";"LICENCE 3";"GESTION";;"IAE UNIVERSITÉ JEAN MOULIN LYON 3";"69008";"LYON";"FRA";"Semestriel";"14.30";"14.30";"0";"approved";"16.20";"16.20";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222339@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"IUT GRAND OUEST NORMANDIE";"50130";"CHERBOURG-EN-COTENTIN";"FRA";"Semestriel";"16.52";"16.52";"0";"approved";"16.84";"16.84";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222342@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"LYCÉE RENÉ CASSIN / FSEG ";"67000";"STRASBOURG";"FRA";"Semestriel";"12.16";"12.16";"0";"approved";"13.81";"13.81";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222344@test.test";"2020";"LICENCE 3";"GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE (FGES)";"59800";"LILLE";"FRA";"Semestriel";"14.64";"14.64";"0";"approved";"15.56";"15.56";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222345@test.test";"2019";"LICENCE 3";"ÉCONOMIE";;"EES-ÉCOLE D'ÉCONOMIE DE LA SORBONNE";"75013";"PARIS";"FRA";"Semestriel";"8.44";"8.44";"0";"approved";"7.02";"7.02";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222346@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ CATHOLIQUE DE L'OUEST ";"49000";"ANGERS";"FRA";"Semestriel";"12.57";"12.57";"0";"approved";"12.33";"12.33";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222347@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA";"06902";"VALBONNE";"FRA";"Semestriel";"8.11";"8.11";"0";"approved";"10.02";"10.02";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222348@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"PARIS SACLAY, UNIVERSITÉ ST QUENTIN EN YVELINES";"78280";"GUYANCOURT";"FRA";"Semestriel";"12.00";"12.00";"0";"approved";"13.00";"13.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222349@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"DIGITAL BUSINESS";"TBS BUSINESS SCHOOL";"31130";"QUINT-FONSEGRIVES";"FRA";"Semestriel";"14.51";"14.51";"0";"approved";"14.51";"14.51";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222351@test.test";"2014";"LICENCE 3";"GESTION";;"IAE DE LILLE/LYCÉE GASTON BERGER";" 59800 ";"LILLE";"FRA";"Semestriel";"15.88";"15.88";"0";"approved";"16.41";"16.41";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222352@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE";"FRA";"Annuel";"12.33";"12.33";"0";"approved";"12.33";"12.33";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222353@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ DE BORDEAUX";"33600";"PESSAC";"FRA";"Semestriel";"16.10";"16.10";"0";"approved";"16.40";"16.40";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222354@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITE DE BOURGOGNE ";"21000";"DIJON";"FRA";"Semestriel";"14.15";"14.15";"0";"approved";"14.90";"14.90";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222355@test.test";"2020";"LICENCE 3";" Autre - Préciser";"ADMINISTRATION ET ECHANGES INTERNATIONAUX";"UNIVERSITE PARIS 12 - VAL DE MARNE";"94000";"CRETEIL";"FRA";"Annuel";"13.32";"13.32";"0";"approved";"13.32";"13.32";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222356@test.test";"2019";"DUETI";"Préciser l'intitulé";"TECHNIQUES DE COMMERCIALISATION";"IUT PAUL SABATIER";"31077";"TOULOUSE CEDEX 4";"FRA";"Annuel";"13.64";"13.64";"0";"approved";"13.64";"13.64";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222358@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"FACULTÉ D'ÉCONOMIE - GESTION UNIVERSITÉ D'AIX - MARSEILLE ";"13100";"AIX EN PROVENCE";"FRA";"Semestriel";"13.98";"13.98";"0";"approved";"14.19";"14.19";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222360@test.test";"2019";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ GUSTAVE EIFFEL";"77420";"CHAMPS-SUR-MARNE";"FRA";"Annuel";"12.79";"12.79";"0";"approved";"12.79";"12.79";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222363@test.test";"2018";"MASTER 2";" Autre - Préciser";"DROIT";"UNIVERSITÉ TOULOUSE 1 CAPITOLE";"31042";"TOULOUSE";"FRA";"Semestriel";"12.77";"12.77";"0";"approved";"12.48";"12.48";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222364@test.test";"2017";"MASTER 2";" Autre - Préciser";"COMMUNICATION";"INALCO";"75013";"PARIS";"FRA";"Semestriel";"13.66";"13.66";"0";"approved";"13.84";"13.84";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222366@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE MARIE CURIE";"78000";"VERSAILLES";"FRA";"Annuel";"15.45";"15.45";"0";"approved";"15.45";"15.45";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222367@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UFR DROIT, SCIENCES ÉCONOMIQUES, GESTION";"76000";"ROUEN";"FRA";"Semestriel";"12.22";"12.22";"0";"approved";"12.02";"12.02";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222368@test.test";"2020";"LICENCE 3";"GESTION";;"INSTITUT MONTPELLIER MANAGEMENT, UNIVERSITÉ DE MONTPELLIER";"34000";"MONTPELLIER";"FRA";"Semestriel";"12.31";"12.31";"0";"approved";"13.38";"13.38";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222370@test.test";"2021";"CPGE ENS CACHAN D1 (2ème année)";"DROIT ECONOMIE GESTION ";;"LYCÉE JEAN MERMOZ";"34000";"MONTPELLIER";"FRA";"Semestriel";"11.23";"11.23";"0";"approved";"12.35";"12.35";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222371@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"KEDGE BACHELOR";"KEDGE BUSINESS SCHOOL";"13009";"MARSEILLE 9EME ARRONDISSE";"FRA";"Semestriel";"11.55";"11.55";"0";"approved";"13.01";"13.01";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222373@test.test";"2019";"LICENCE 3";"GESTION";;"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE";"FRA";"Annuel";"10.26";"10.26";"0";"approved";"10.26";"10.26";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222375@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"INSTITUT DE MANAGEMENT DE BRETAGNE-SUD";"56000";"VANNES";"FRA";"Semestriel";"13.68";"13.68";"0";"approved";"14.94";"14.94";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222376@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"PANTHÉON SORBONNE";"75005";"PARIS";"FRA";"Semestriel";"14.93";"14.93";"0";"approved";"14.65";"14.65";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222378@test.test";"2020";"LICENCE 3";"GESTION";;"MADE IN SAINTE-MARIE LYON";"01140";"MOGNENEINS";"FRA";"Semestriel";"14.30";"14.30";"0";"approved";"15.20";"15.20";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222380@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"CY CERGY PARIS UNIVERSITE";"95000";"CERGY";"FRA";"Semestriel";"9.85";"9.85";"0";"approved";"10.68";"10.68";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222381@test.test";"2020";"LICENCE 3";"SCIENCES SOCIALES";;"INSTITUT CATHOLIQUE DE PARIS";"75006";"PARIS";"FRA";"Semestriel";"14.52";"14.52";"0";"approved";"15.81";"15.81";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222382@test.test";"2020";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT DE SCEAUX";"92330";"SCEAUX";"FRA";"Semestriel";"12.30";"12.30";"0";"approved";"13.39";"13.39";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222383@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"IUT MULHOUSE";"68200";"MULHOUSE";"FRA";"Semestriel";"12.77";"12.77";"0";"approved";"12.22";"12.22";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222385@test.test";"2020";"DUETI";"Préciser l'intitulé";"TECHNIQUES DE COMMERCIALISATION";"UNIVERSITÉ CLAUDE BERNARD LYON 1";"69100";"VILLEURBANNE";"FRA";"Semestriel";"13.59";"13.59";"0";"approved";"14.67";"14.67";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222386@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"92150";"SURESNES";"FRA";"Annuel";"11.88";"11.88";"0";"approved";"11.88";"11.88";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222388@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR IN MANAGEMENT ";"AUDENCIA BUSINESS SCHOOL ";"44000";"NANTES";"FRA";"Annuel";"15.12";"15.12";"0";"approved";"15.12";"15.12";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222389@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"UNIVERSITÉ DE PARIS";"75016";"PARIS";"FRA";"Semestriel";"12.55";"12.55";"0";"approved";"12.43";"12.43";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222392@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"LYCÉE NICOLAS BRÉMONTIER";"33800";"BORDEAUX";"FRA";"Semestriel";"13.43";"13.43";"0";"approved";"14.09";"14.09";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222394@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ PARIS 1 PANTHÉON SORBONNE";"75005";"PARIS ";"FRA";"Semestriel";"8.70";"8.70";"0";"approved";"8.30";"8.30";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222395@test.test";"2016";"MASTER 2";" Autre - Préciser";"DROIT";"UNIVERSITE PARIS DAUPHINE-PSL";"75016";"PARIS";"FRA";"Annuel";"10.08";"10.08";"0";"approved";"10.08";"10.08";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222396@test.test";"2019";"MASTER 1";"FINANCE";;"UNIVERSITÉ PARIS 10";"92000";"NANTERRE ";"FRA";"Annuel";"11.54";"11.54";"0";"approved";"11.54";"11.54";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222397@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Annuel";"13.77";"13.77";"0";"approved";"13.77";"13.77";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222398@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE MARIE CURIE";"92330";"SCEAUX";"FRA";"Annuel";"11.97";"11.97";"0";"approved";"11.97";"11.97";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222400@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"CY CERGY PARIS UNIVERSITE";"95000";"CERGY";"FRA";"Semestriel";"9.53";"9.53";"0";"approved";"13.15";"13.15";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222403@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ DES ANTILLES";"97157";"POINTE À PITRE";"FRA";"Semestriel";"6.55";"6.55";"0";"approved";"7.72";"7.72";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222406@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR AFFAIRES INTERNATIONALES + LICENCE ECO GESTION";"EM STRASBOURG";"67000";"STRASBOURG";"FRA";"Annuel";"12.99";"12.99";"0";"approved";"12.99";"12.99";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222408@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ LYON 3 - IAE LYON";"69372";"LYON CEDEX 08";"FRA";"Annuel";"11.48";"11.48";"0";"approved";"11.48";"11.48";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222409@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"LYCÉE DES MÉTIERS RENÉ-CASSIN / FACULTÉ DES SCIENCES ÉCONOMIQUES ET DE GESTION DE STRASBOURG";"67000";"STRASBOURG";"FRA";"Semestriel";"12.36";"12.36";"0";"approved";"12.96";"12.96";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail222410@test.test";"2019";"LICENCE PROFESSIONNELLE";"METIERS DU COMMERCE INTERNATIONAL";;"UNIVERSITE DE PARIS - IUT PARIS RIVES DE SEINE";"75016";"PARIS 16";"FRA";"Semestriel";"12.09";"12.09";"0";"approved";"14.15";"14.15";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222412@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MARKETING ET MANAGEMENT DU LUXE";"ESGCI";"75011";"PARIS";"FRA";"Semestriel";"15.57";"15.57";"0";"approved";"14.80";"14.80";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222413@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE JEAN MOULIN LYON3 (IAE DE BOURG-EN-BRESSE)";"69372";"LYON CEDEX 08";"FRA";"Semestriel";"10.60";"10.60";"0";"approved";"13.62";"13.62";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail222414@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION COMPTABLE ET FINANCIERE";;"IUT D'ORLEANS";"45100";"ORLEANS";"FRA";"Semestriel";"13.71";"13.71";"0";"approved";"12.66";"12.66";"0";"approved";"0";;;;;;;;;;;;;;;;
