"email";"dual";"dualDiploma";"dualDiplomaChannel";"dualDiplomaDetails";"dualEstablishment";"dualEstablishmentPostalCode";"dualEstablishmentCity";"secondLanguageExam";"sport";"sportLevel";"scholarShip";"scholarShipLevel";"tt"
"monemail222770@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail222773@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail222774@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222777@test.test";"1";;;;;;;"Italien";"0";;"0";;"0"
"monemail222778@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222780@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222783@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222785@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222786@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222787@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222788@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222789@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222790@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222792@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222793@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222794@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222795@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222796@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222797@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222798@test.test";"0";;;;;;;"Pas de LV2";"1";"Relève / Jeune";"0";;"0"
"monemail222799@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222800@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222801@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222805@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222806@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222807@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222808@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222809@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222810@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222812@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222815@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222817@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222818@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222819@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222820@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222822@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222823@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222824@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222825@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222826@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222828@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222829@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222831@test.test";"0";;;;;;;"Espagnol";"1";"Élite / Sénior / Reconversion";"1";;"0"
"monemail222832@test.test";"1";;;;;;;"Italien";"0";;"0";;"0"
"monemail222834@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222835@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222838@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222839@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222840@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222842@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222843@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail222844@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222845@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222846@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222847@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222848@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222849@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222850@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222851@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222853@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222854@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222855@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222859@test.test";"1";;;;;;;"Italien";"0";;"1";;"0"
"monemail222860@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222862@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222864@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222866@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222867@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222868@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222870@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail222871@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222874@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222875@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222876@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222877@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222878@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222880@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222881@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222882@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222883@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222884@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222885@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222887@test.test";"0";;;;;;;"Chinois";"0";;"1";;"0"
"monemail222888@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail222889@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222890@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222891@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail222892@test.test";"0";;;;;;;"Chinois";"0";;"0";;"0"
"monemail222893@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222895@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222898@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222899@test.test";"0";;;;;;;"Chinois";"0";;"1";;"0"
"monemail222900@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222901@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222902@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222904@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail222905@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222909@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222912@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222913@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222914@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222916@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222917@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222918@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222920@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222921@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail222923@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"1"
"monemail222924@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222926@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222928@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222929@test.test";"0";;;;;;;"Chinois";"0";;"0";;"0"
"monemail222930@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222931@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail222933@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222934@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail222935@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222936@test.test";"0";;;;;;;"Allemand";"0";;"1";;"0"
"monemail222937@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222939@test.test";"1";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail222940@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail222942@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222943@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222945@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail222946@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222947@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222948@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222949@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222950@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222952@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222953@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222954@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222957@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222958@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222959@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail222960@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail222961@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222962@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222963@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222964@test.test";"0";;;;;;;"Russe";"0";;"0";;"0"
"monemail222965@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222966@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222967@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222968@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222971@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222973@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222975@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222976@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail222977@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222978@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222979@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail222980@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222981@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222983@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222984@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222985@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail222986@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222987@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222989@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222990@test.test";"1";;;;;;;"Italien";"0";;"1";;"0"
"monemail222992@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222993@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222995@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail222996@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail222997@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223000@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223002@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223004@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223005@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223007@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223010@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223011@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223012@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223014@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223015@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223016@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223017@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail223018@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223020@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223021@test.test";"0";;;;;;;NULL;"0";;"0";;"0"
"monemail223022@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223025@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223027@test.test";"0";;;;;;;"Chinois";"0";;"0";;"0"
"monemail223029@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223033@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223034@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223035@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223039@test.test";"1";;;;;;;"Chinois";"0";;"0";;"0"
"monemail223041@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223043@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223045@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223049@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223050@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223053@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223054@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223055@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223056@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223057@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223059@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223060@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223062@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223064@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223065@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223066@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223067@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223068@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223069@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223070@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223071@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223073@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223075@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223076@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223078@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223079@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223080@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223085@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223086@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223088@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223089@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223091@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223092@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223094@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail223095@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223096@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223097@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223098@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223101@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223103@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223104@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223105@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail223107@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223109@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223110@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223111@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223113@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223116@test.test";"0";;;;;;;"Russe";"0";;"0";;"0"
"monemail223119@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223121@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223122@test.test";"0";;;;;;;"Arabe Littéral";"0";;"1";;"0"
"monemail223123@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223125@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223126@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223127@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223128@test.test";"0";;;;;;;"Arabe Littéral";"0";;"1";;"0"
"monemail223130@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223131@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223135@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223136@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223138@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223140@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223142@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223148@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223149@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223150@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223151@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223152@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223153@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223155@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223156@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223158@test.test";"0";;;;;;;"Italien";"0";;"1";;"0"
"monemail223160@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223161@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223165@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223168@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223169@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223170@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223172@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223173@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223175@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223177@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223179@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223180@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223181@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail223182@test.test";"0";;;;;;;"Pas de LV2";"1";"Élite / Sénior / Reconversion";"0";;"0"
"monemail223184@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223185@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223188@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223189@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223190@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223191@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223192@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223193@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223194@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223196@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223197@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223198@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223200@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223201@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223202@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223203@test.test";"0";;;;;;;"Allemand";"0";;"1";;"0"
"monemail223204@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223205@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223206@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223207@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223208@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223209@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223211@test.test";"0";;;;;;;"Chinois";"0";;"0";;"0"
"monemail223212@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223213@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223216@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223217@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223219@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223221@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223222@test.test";"0";;;;;;;"Chinois";"0";;"0";;"0"
"monemail223223@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223224@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223226@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223228@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223230@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223232@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223234@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223235@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223236@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223238@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223239@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223240@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223241@test.test";"0";;;;;;;"Russe";"0";;"0";;"0"
"monemail223242@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223243@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223244@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223247@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223250@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail223251@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail223252@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223254@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223255@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223256@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223257@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail223258@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail223259@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223260@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223263@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223264@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223266@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223267@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223268@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223271@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223272@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223273@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223274@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223276@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail223278@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223279@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223280@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223281@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail223282@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223283@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail223284@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
