"email";"bacYear";"bacINE";"bacChannel";"bacSerie";"bacDistinction"
"monemail222318@test.test";"2019";"050001499GB";"Général";"Économique et social";"3"
"monemail222324@test.test";"2018";"050245113BE";"Général";"Économique et social";"3"
"monemail222325@test.test";"2018";"153271838KD";"Général";"Scientifique";"4"
"monemail222328@test.test";"2019";"21900482";"Général";"Scientifique";"4"
"monemail222330@test.test";"2018";"060381345JJ";"Technologique";"STG";"2"
"monemail222331@test.test";"2019";"060064937JC";"Général";"Économique et social";"2"
"monemail222334@test.test";"2019";"071217197AK";"Général";"Scientifique";"1"
"monemail222335@test.test";"2019";"070204067HB";"Général";"Économique et social";"2"
"monemail222336@test.test";"2019";"061290252HB";"Général";"Économique et social";"3"
"monemail222338@test.test";"2019";"113012599GE";"Général";"Scientifique";"2"
"monemail222339@test.test";"2020";"070402353FD";"Général";"Économique et social";"1"
"monemail222342@test.test";"2019";"080388600FD";"Technologique";"STG";"2"
"monemail222344@test.test";"2019";"090799180KF";"Général";"Économique et social";"3"
"monemail222345@test.test";"2018";"143064808AH";"Technologique";"STG";"3"
"monemail222346@test.test";"2019";"060688230BE";"Général";"Économique et social";"4"
"monemail222347@test.test";"2018";"213653";"Général";"Économique et social";"1"
"monemail222348@test.test";"2019";"050199410DA";"Général";"Scientifique";"4"
"monemail222349@test.test";"2018";"070694630DH";"Général";"Scientifique";"4"
"monemail222351@test.test";"2013";"2406023871N";"Général";"Scientifique";"4"
"monemail222352@test.test";"2019";"060410959FK";"Général";"Économique et social";"4"
"monemail222353@test.test";"2019";"081394666HB";"Général";"Économique et social";"3"
"monemail222354@test.test";"2019";"080949450FH";"Général";"Scientifique";"2"
"monemail222355@test.test";"2019";"050059393HG";"Général";"Scientifique";"4"
"monemail222356@test.test";"2018";"070391068JG";"Général";"Économique et social";"1"
"monemail222358@test.test";"2019";"071259401KH";"Général";"Économique et social";"1"
"monemail222360@test.test";"2018";"081780162FD";"Général";"Scientifique";"4"
"monemail222363@test.test";"2017";"1610016379D";"Général";"Économique et social";"2"
"monemail222364@test.test";"2016";"2509048508P";"Général";"Scientifique";"3"
"monemail222366@test.test";"2020";"070538197AK";"Général";"Scientifique";"3"
"monemail222367@test.test";"2019";"080979928DH";"Général";"Économique et social";"4"
"monemail222368@test.test";"2019";"07C4XU003O8";"Général";"Scientifique";"2"
"monemail222370@test.test";"2020";"070814840BA";"Général";"Économique et social";"1"
"monemail222371@test.test";"2018";"070015762AC";"Général";"Économique et social";"2"
"monemail222373@test.test";"2018";"153008008JD";"Général";"Scientifique";"4"
"monemail222375@test.test";"2019";"060881654AJ";"Général";"Économique et social";"3"
"monemail222376@test.test";"2019";"060766917KB";"Général";"Scientifique";"4"
"monemail222378@test.test";"2019";"111047843JF";"Général";"Économique et social";"2"
"monemail222380@test.test";"2017";"2510025835";"Général";"Économique et social";"4"
"monemail222381@test.test";"2019";"070363053GJ";"Général";"Économique et social";"1"
"monemail222382@test.test";"2019";"110365808BG";"Technologique";"STG";"3"
"monemail222383@test.test";"2020";"133225881DA";"Général";"Scientifique";"3"
"monemail222385@test.test";"2019";"110973635JJ";"Général";"Économique et social";"3"
"monemail222386@test.test";"2017";"1509009778V";"Général";"Économique et social";"2"
"monemail222388@test.test";"2018";"7118002041";"Général";"Économique et social";"2"
"monemail222389@test.test";"2020";"060515522GC";"Général";"Économique et social";"2"
"monemail222392@test.test";"2019";"123074716EJ";"Général";"Économique et social";"1"
"monemail222394@test.test";"2019";"060370684HK";"Général";"Économique et social";"3"
"monemail222395@test.test";"2015";"2408041227S";"Général";"Économique et social";"3"
"monemail222396@test.test";"2018";"153056430GE";"Général";"Économique et social";"2"
"monemail222397@test.test";"2020";"081787459DB";"Général";"Scientifique";"1"
"monemail222398@test.test";"2020";"071782747GG";"Général";"Économique et social";"2"
"monemail222400@test.test";"2018";"0KEEPT010J7";"Général";"Scientifique";"4"
"monemail222403@test.test";"2019";"091095159GD";"Général";"Économique et social";"3"
"monemail222406@test.test";"2018";"080567685DA";"Général";"Scientifique";"4"
"monemail222408@test.test";"2017";"1014042424B";"Général";"Économique et social";"3"
"monemail222409@test.test";"2017";"1510001715M";"Général";"Économique et social";"4"
"monemail222410@test.test";"2018";"-";"Général";"Scientifique";"4"
"monemail222412@test.test";"2019";"071178050GF";"Général";"Scientifique";"3"
"monemail222413@test.test";"2018";"061337700FG";"Général";"Économique et social";"4"
"monemail222414@test.test";"2020";"071266284AE";"Général";"Économique et social";"2"
"monemail222415@test.test";"2016";"1609006687M";"Professionnel";"Autre";"3"
"monemail222418@test.test";"2019";"081328875KG";"Général";"Économique et social";"2"
"monemail222420@test.test";"2019";" 090405571HJ";"Général";"Économique et social";"2"
"monemail222421@test.test";"2018";"22113559";"Général";"Économique et social";"3"
"monemail222422@test.test";"2019";"123042306GA";"Général";"Scientifique";"3"
"monemail222424@test.test";"2014";"140313603338";"Général";"Économique et social";"4"
"monemail222425@test.test";"2019";"071660591AC";"Général";"Scientifique";"2"
"monemail222427@test.test";"2017";"1810031782A";"Général";"Économique et social";"3"
"monemail222428@test.test";"2019";"081948283DD";"Général";"Scientifique";"3"
"monemail222429@test.test";"2020";"061311395HE";"Général";"Scientifique";"2"
"monemail222430@test.test";"2020";"060648777JF";"Général";"Scientifique";"3"
"monemail222431@test.test";"2019";"071272022JG";"Général";"Scientifique";"4"
"monemail222432@test.test";"2020";"071467029EK";"Général";"Scientifique";"3"
"monemail222433@test.test";"2018";"153011406JA";"Général";"Économique et social";"1"
"monemail222434@test.test";"2019";"100830301DF";"Général";"Économique et social";"3"
"monemail222435@test.test";"2019";"06O9IU01I62";"Général";"Économique et social";"3"
"monemail222436@test.test";"2017";"0110028075J";"Général";"Scientifique";"4"
"monemail222437@test.test";"2020";"050057457HC";"Général";"Scientifique";"2"
"monemail222438@test.test";"2018";"153355201FD";"Général";"Scientifique";"4"
"monemail222439@test.test";"2019";"060452330BA";"Général";"Économique et social";"1"
"monemail222440@test.test";"2020";"080406819HA";"Général";"Scientifique";"3"
"monemail222443@test.test";"2018";"071142622JJ";"Général";"Scientifique";"4"
"monemail222444@test.test";"2016";"2509075287X";"Général";"Économique et social";"3"
"monemail222445@test.test";"2019";"081660195DB";"Technologique";"STG";"1"
"monemail222446@test.test";"2019";"100987037FB";"Général";"Scientifique";"4"
"monemail222447@test.test";"2019";"070665693GJ";"Général";"Économique et social";"4"
"monemail222448@test.test";"2019";"070892301FC";"Général";"Scientifique";"4"
"monemail222449@test.test";"2018";"153354025GF";"Général";"Économique et social";"4"
"monemail222451@test.test";"2018";"100825758BK";"Général";"Économique et social";"3"
"monemail222452@test.test";"2020";"153118288KC";"Général";"Économique et social";"2"
"monemail222453@test.test";"2017";"2410050156K";"Général";"Scientifique";"3"
"monemail222455@test.test";"2018";"153330637HG";"Général";"Économique et social";"2"
"monemail222457@test.test";"2019";"081367657BH";"Général";"Économique et social";"3"
"monemail222458@test.test";"2019";"7150006273";"Général";"Économique et social";"2"
"monemail222459@test.test";"2019";"070056001BJ";"Général";"Économique et social";"3"
"monemail222460@test.test";"2018";"153292923FH";"Technologique";"STG";"2"
"monemail222461@test.test";"2018";"080270582CC";"Général";"Économique et social";"3"
"monemail222462@test.test";"2018";"006062750DJ";"Général";"Économique et social";"2"
"monemail222465@test.test";"2018";"060849234DA";"Général";"Scientifique";"4"
"monemail222466@test.test";"2019";"081700334FA";"Général";"Scientifique";"2"
"monemail222467@test.test";"2019";"110709433GC";"Général";"Économique et social";"3"
"monemail222470@test.test";"2019";"0G411U00P46";"Général";"Économique et social";"1"
"monemail222474@test.test";"2019";"173034956EG";"Général";"Économique et social";"2"
"monemail222476@test.test";"2018";"081538705HH";"Général";"Scientifique";"3"
"monemail222478@test.test";"2020";"091187510FG";"Général";"Scientifique";"3"
"monemail222479@test.test";"2019";"070137326HG";"Général";"Économique et social";"2"
"monemail222480@test.test";"2016";"1409050123W";"Général";"Économique et social";"1"
"monemail222481@test.test";"2019";"060370752BB";"Général";"Économique et social";"3"
"monemail222482@test.test";"2017";"2815902429K";"Général";"Économique et social";"3"
"monemail222483@test.test";"2016";"2409005327B";"Général";"Scientifique";"3"
"monemail222484@test.test";"2020";"070480789KA";"Général";"Économique et social";"3"
"monemail222485@test.test";"2019";"060943430";"Général";"Économique et social";"2"
"monemail222486@test.test";"2020";"070417739KA";"Technologique";"STG";"2"
"monemail222488@test.test";"2020";"110977519JE";"Général";"Scientifique";"1"
"monemail222489@test.test";"2020";"110961207AD";"Général";"Économique et social";"2"
"monemail222490@test.test";"2018";"081867937GD";"Technologique";"STG";"3"
"monemail222491@test.test";"2018";"060890460CK";"Général";"Scientifique";"4"
"monemail222493@test.test";"2018";"153069317HJ";"Général";"Économique et social";"1"
"monemail222494@test.test";"2020";"090931054EE";"Général";"Économique et social";"2"
"monemail222495@test.test";"2018";"070564284BF";"Général";"Économique et social";"2"
"monemail222496@test.test";"2017";"0110011526W";"Général";"Littéraire";"2"
"monemail222500@test.test";"2019";"123020159KB";"Technologique";"STG";"2"
"monemail222501@test.test";"2019";"0G411U030X3";"Général";"Scientifique";"3"
"monemail222502@test.test";"2020";"071722265TA";"Général";"Économique et social";"3"
"monemail222503@test.test";"2018";"190769158550";"Général";"Économique et social";"2"
"monemail222506@test.test";"2018";"8016055337C";"Professionnel";"Autre";"1"
"monemail222508@test.test";"2019";"133105395EC";"Général";"Économique et social";"2"
"monemail222509@test.test";"2019";"090064212KE";"Général";"Scientifique";"4"
"monemail222512@test.test";"2020";"070507002GH";"Général";"Économique et social";"1"
"monemail222513@test.test";"2018";"153013291DJ";"Général";"Économique et social";"4"
"monemail222514@test.test";"2018";"060389803GK";"Général";"Scientifique";"4"
"monemail222515@test.test";"2019";"070206387HK";"Général";"Économique et social";"3"
"monemail222516@test.test";"2018";"153449420CB";"Général";"Économique et social";"2"
"monemail222517@test.test";"2019";"080675401JB";"Général";"Scientifique";"3"
"monemail222518@test.test";"2019";"123106758BG";"Général";"Scientifique";"4"
"monemail222519@test.test";"2019";"072152357CG";"Général";"Économique et social";"3"
"monemail222520@test.test";"2019";"070039734JG";"Général";"Scientifique";"2"
"monemail222521@test.test";"2017";"1010004999W";"Général";"Scientifique";"3"
"monemail222522@test.test";"2018";"100978829BE";"Général";"Économique et social";"2"
"monemail222525@test.test";"2017";"2513090178J";"Professionnel";"STI";"3"
"monemail222527@test.test";"2018";"0G411T06XW2";"Général";"Économique et social";"2"
"monemail222528@test.test";"2020";"070961947FC";"Général";"Scientifique";"3"
"monemail222530@test.test";"2018";"0520260005";"Général";"Économique et social";"2"
"monemail222531@test.test";"2019";"070420540AF";"Général";"Scientifique";"2"
"monemail222533@test.test";"2019";"060343707KA";"Général";"Économique et social";"3"
"monemail222536@test.test";"2019";"070755561CC";"Général";"Scientifique";"2"
"monemail222537@test.test";"2019";"050050570HC";"Technologique";"STG";"3"
"monemail222538@test.test";"2019";"071650469DG";"Général";"Économique et social";"3"
"monemail222539@test.test";"2017";"0216920499B";"Général";"Scientifique";"3"
"monemail222540@test.test";"2018";"153282847EF";"Général";"Scientifique";"4"
"monemail222543@test.test";"2019";"110828510AE";"Général";"Économique et social";"3"
"monemail222545@test.test";"2016";"2509082588H";"Général";"Scientifique";"3"
"monemail222547@test.test";"2019";"080806646HH";"Général";"Économique et social";"3"
"monemail222548@test.test";"2019";"070626320FK";"Général";"Économique et social";"2"
"monemail222551@test.test";"2019";"123006799GF";"Général";"Économique et social";"2"
"monemail222552@test.test";"2019";"123065568HJ";"Général";"Économique et social";"3"
"monemail222555@test.test";"2018";"071954006BC";"Général";"Économique et social";"2"
"monemail222557@test.test";"2018";"153012435CB";"Général";"Économique et social";"1"
"monemail222558@test.test";"2018";"081842633FA";"Général";"Économique et social";"4"
"monemail222559@test.test";"2020";;"Général";"Scientifique";"3"
"monemail222561@test.test";"2018";"1711043024Z";"Général";"Économique et social";"4"
"monemail222562@test.test";"2019";"060797483JA";"Général";"Économique et social";"3"
"monemail222563@test.test";"2017";"1710016133N";"Général";"Scientifique";"4"
"monemail222564@test.test";"2019";"070756276JD";"Général";"Économique et social";"4"
"monemail222565@test.test";"2019";"193023794KF";"Général";"Économique et social";"1"
"monemail222566@test.test";"2018";"100917188GA";"Général";"Économique et social";"2"
"monemail222567@test.test";"2020";"080257703KH";"Général";"Économique et social";"3"
"monemail222568@test.test";"2019";"061231975FB";"Général";"Scientifique";"4"
"monemail222569@test.test";"2019";"060438453BG";"Général";"Scientifique";"2"
"monemail222570@test.test";"2018";"070435985JA";"Général";"Scientifique";"4"
"monemail222571@test.test";"2018";"153248564JH";"Général";"Scientifique";"4"
"monemail222573@test.test";"2019";;"Général";"Économique et social";"2"
"monemail222575@test.test";"2019";"081578056BB";"Général";"Scientifique";"3"
"monemail222576@test.test";"2018";"153202325FH";"Général";"Économique et social";"3"
"monemail222577@test.test";"2019";"071002764HC";"Général";"Économique et social";"1"
"monemail222579@test.test";"2019";"050108516DF";"Général";"Scientifique";"4"
"monemail222580@test.test";"2020";"061287507AD";"Général";"Économique et social";"2"
"monemail222581@test.test";"2019";"123047115AE";"Général";"Économique et social";"3"
"monemail222583@test.test";"2019";"071412850AF";"Général";"Économique et social";"3"
"monemail222584@test.test";"2019";"070086055DE";"Général";"Économique et social";"2"
"monemail222585@test.test";"2019";"070304358HJ";"Général";"Économique et social";"2"
"monemail222586@test.test";"2019";"081028812EB";"Général";"Économique et social";"3"
"monemail222587@test.test";"2019";"061253347BK";"Général";"Scientifique";"2"
"monemail222588@test.test";"2020";"110826812FD";"Général";"Économique et social";"2"
"monemail222589@test.test";"2015";"0708005219R";"Général";"Scientifique";"2"
"monemail222590@test.test";"2017";"2510065567N";"Général";"Scientifique";"3"
"monemail222591@test.test";"2019";"130606102479";"Général";"Économique et social";"2"
"monemail222592@test.test";"2019";"101011427AJ";"Général";"Scientifique";"2"
"monemail222593@test.test";"2018";"071744268DG";"Général";"Économique et social";"4"
"monemail222594@test.test";"2019";"081121067DD";"Général";"Scientifique";"3"
"monemail222596@test.test";"2019";"091118478CE";"Général";"Scientifique";"4"
"monemail222597@test.test";"2019";"090212532JH";"Général";"Économique et social";"2"
"monemail222598@test.test";"2019";"071401595AJ";"Général";"Scientifique";"4"
"monemail222600@test.test";"2019";"061160108EB";"Général";"Scientifique";"4"
"monemail222601@test.test";"2018";"060985425CH";"Général";"Économique et social";"1"
"monemail222602@test.test";"2019";"070103622CE";"Général";"Économique et social";"3"
"monemail222603@test.test";"2017";"2410010252L";"Général";"Économique et social";"4"
"monemail222604@test.test";"2019";"110856289GE";"Général";"Économique et social";"2"
"monemail222606@test.test";"2018";"080760679GG";"Général";"Économique et social";"3"
"monemail222607@test.test";"2019";"060646396EB";"Général";"Scientifique";"3"
"monemail222609@test.test";"2019";"071527638GF";"Général";"Scientifique";"3"
"monemail222610@test.test";"2019";"110966397FB";"Général";"Économique et social";"2"
"monemail222611@test.test";"2019";"081034790HH";"Général";"Scientifique";"4"
"monemail222613@test.test";"2020";;"Général";"Économique et social";"3"
"monemail222615@test.test";"2018";"153313757HJ";"Général";"Économique et social";"3"
"monemail222616@test.test";"2019";"060866376FH";"Général";"Scientifique";"4"
"monemail222617@test.test";"2020";"070342190HG";"Général";"Scientifique";"2"
"monemail222618@test.test";"2019";"080667186FB";"Général";"Économique et social";"2"
"monemail222620@test.test";"2019";"070354869AH";"Général";"Économique et social";"4"
"monemail222621@test.test";"2019";"071682130KE";"Général";"Scientifique";"2"
"monemail222622@test.test";"2019";"07157108HC";"Général";"Économique et social";"1"
"monemail222624@test.test";"2017";"0110017640S";"Général";"Scientifique";"3"
"monemail222625@test.test";"2019";"100798746GF";"Général";"Économique et social";"1"
"monemail222626@test.test";"2019";"071131883GA";"Général";"Économique et social";"2"
"monemail222627@test.test";"2020";"071810290HB";"Général";"Scientifique";"3"
"monemail222628@test.test";"2019";"070300935AK";"Général";"Scientifique";"2"
"monemail222629@test.test";"2017";"2510043679X";"Général";"Économique et social";"4"
"monemail222630@test.test";"2019";"061335150JE";"Général";"Scientifique";"3"
"monemail222631@test.test";"2019";"123017577FE";"Général";"Scientifique";"1"
"monemail222632@test.test";"2019";"110887185BE";"Général";"Économique et social";"3"
"monemail222633@test.test";"2018";"090910938JB938JB";"Général";"Scientifique";"2"
"monemail222634@test.test";"2019";"070603831EE";"Technologique";"STG";"2"
"monemail222635@test.test";"2018";"080585276KD";"Professionnel";"STI";"4"
"monemail222636@test.test";"2019";"123084718DH";"Général";"Économique et social";"3"
"monemail222637@test.test";"2020";"060851356EC";"Général";"Économique et social";"2"
"monemail222639@test.test";"2019";"070340037KF";"Général";"Économique et social";"3"
"monemail222640@test.test";"2018";"153329713DA";"Général";"Scientifique";"4"
"monemail222641@test.test";"2018";;"Général";"Scientifique";"1"
"monemail222644@test.test";"2019";;"Général";"Scientifique";"2"
"monemail222646@test.test";"2019";"080933213KF";"Général";"Économique et social";"1"
"monemail222648@test.test";"2019";"123138769BF";"Général";"Économique et social";"2"
"monemail222649@test.test";"2017";"1110036600X";"Général";"Économique et social";"3"
"monemail222651@test.test";"2015";"0111029950D";"Général";"Scientifique";"3"
"monemail222652@test.test";"2019";"123115874BJ";"Général";"Économique et social";"4"
"monemail222653@test.test";"2019";"123071225EH";"Général";"Scientifique";"2"
"monemail222655@test.test";"2019";"19014140";"Général";"Économique et social";"3"
"monemail222656@test.test";"2017";"2511058708P";"Général";"Économique et social";"4"
"monemail222657@test.test";"2019";"071156516GF";"Général";"Économique et social";"3"
"monemail222660@test.test";"2020";"071887116GK";"Technologique";"ST2S";"1"
"monemail222661@test.test";"2019";"197114049556";"Général";"Économique et social";"1"
"monemail222663@test.test";"2018";"070408781CH";"Général";"Scientifique";"4"
"monemail222664@test.test";"2017";"2410064803F";"Général";"Économique et social";"4"
"monemail222665@test.test";"2022";"100763652EF";"Général";"Économique et social";"2"
"monemail222666@test.test";"2019";"070055728KH";"Général";"Scientifique";"4"
"monemail222668@test.test";"2019";"070066895JF";"Général";"Économique et social";"3"
"monemail222669@test.test";"2019";"060626961HG";"Général";"Économique et social";"1"
"monemail222670@test.test";"2017";"1710046135Z";"Général";"Scientifique";"2"
"monemail222672@test.test";"2018";"153196134EA";"Général";"Économique et social";"3"
"monemail222674@test.test";"2019";"060982682FE";"Général";"Scientifique";"1"
"monemail222675@test.test";"2019";"070461266BK";"Général";"Scientifique";"4"
"monemail222677@test.test";"2019";"070342019FD";"Général";"Scientifique";"4"
"monemail222680@test.test";"2019";"070748813HH";"Général";"Économique et social";"2"
"monemail222681@test.test";"2018";"060584344BD";"Général";"Économique et social";"4"
"monemail222682@test.test";"2019";"071034159AJ";"Général";"Scientifique";"4"
"monemail222683@test.test";"2017";"1011010634C";"Général";"Économique et social";"3"
"monemail222684@test.test";"2019";"123068079JK ";"Général";"Scientifique";"4"
"monemail222685@test.test";"2018";"081506717FF";"Général";"Économique et social";"2"
"monemail222686@test.test";"2020";"060020296AG";"Général";"Économique et social";"2"
"monemail222687@test.test";"2015";"0107020892G";"Technologique";"STG";"3"
"monemail222690@test.test";"2018";"081664844DJ";"Général";"Scientifique";"4"
"monemail222691@test.test";"2017";"1010043289R";"Général";"Économique et social";"4"
"monemail222693@test.test";"2018";"100667956AC";"Général";"Scientifique";"2"
"monemail222694@test.test";"2019";"110848606JE";"Général";"Économique et social";"2"
"monemail222696@test.test";"2019";"101014752HJ";"Général";"Économique et social";"3"
"monemail222697@test.test";"2017";"2010009032B";"Général";"Économique et social";"2"
"monemail222700@test.test";"2019";"071856897CE";"Général";"Économique et social";"3"
"monemail222701@test.test";"2018";"061191491JG";"Professionnel";"Hotel";"3"
"monemail222702@test.test";"2017";" 1210027905Y";"Général";"Économique et social";"3"
"monemail222704@test.test";"2018";"090729935JC";"Général";"Économique et social";"3"
"monemail222705@test.test";"2018";"060227972AH";"Technologique";"STG";"4"
"monemail222706@test.test";"2020";"133074594KE";"Général";"Scientifique";"1"
"monemail222707@test.test";"2016";"0909049682F";"Général";"Scientifique";"3"
"monemail222708@test.test";"2019";"060129948GB";"Général";"Scientifique";"4"
"monemail222709@test.test";"2019";"111018305DJ";"Général";"Économique et social";"3"
"monemail222712@test.test";"2019";"060366758CJ";"Général";"Économique et social";"1"
"monemail222714@test.test";"2018";"153020168EJ";"Général";"Économique et social";"3"
"monemail222715@test.test";"2018";;"Général";"Économique et social";"3"
"monemail222716@test.test";"2018";"080837207HB";"Général";"Scientifique";"3"
"monemail222720@test.test";"2019";"100890456CA";"Général";"Scientifique";"3"
"monemail222722@test.test";"2018";" 071102872GJ";"Général";"Économique et social";"3"
"monemail222723@test.test";"2019";"100639290FD";"Général";"Économique et social";"3"
"monemail222724@test.test";"2019";"100857003AJ";"Général";"Économique et social";"3"
"monemail222725@test.test";"2019";"060058674EA";"Général";"Économique et social";"2"
"monemail222726@test.test";"2019";"050223068EA";"Général";"Scientifique";"3"
"monemail222727@test.test";"2019";;"Général";"Scientifique";"1"
"monemail222728@test.test";"2020";"050302872GH";"Professionnel";"STI";"4"
"monemail222729@test.test";"2019";"091131000BF";"Général";"Économique et social";"3"
"monemail222730@test.test";"2018";"081112765KA";"Général";"Économique et social";"1"
"monemail222731@test.test";"2020";"071293059AB";"Général";"Économique et social";"2"
"monemail222732@test.test";"2019";"110358378HE";"Général";"Économique et social";"3"
"monemail222733@test.test";"2019";"101078617DK";"Général";"Économique et social";"2"
"monemail222734@test.test";"2019";"143241659JE";"Général";"Économique et social";"3"
"monemail222735@test.test";"2019";"090852616AK";"Général";"Économique et social";"4"
"monemail222737@test.test";"2017";"2410059808B";"Général";"Scientifique";"3"
"monemail222738@test.test";"2019";"081619407HK";"Général";"Économique et social";"4"
"monemail222739@test.test";"2019";"071204579BH";"Général";"Scientifique";"1"
"monemail222740@test.test";"2017";"087WLS00MX1";"Général";"Scientifique";"2"
"monemail222743@test.test";"2019";"070711238BG";"Général";"Économique et social";"3"
"monemail222744@test.test";"2019";"070877375EA";"Général";"Scientifique";"1"
"monemail222745@test.test";"2019";"070169509KH";"Général";"Scientifique";"1"
"monemail222746@test.test";"2019";"081881898HA";"Général";"Économique et social";"2"
"monemail222747@test.test";"2018";"153363378CE";"Général";"Scientifique";"4"
"monemail222748@test.test";"2019";"070675053CA";"Général";"Économique et social";"2"
"monemail222749@test.test";"2019";"21915305";"Général";"Scientifique";"3"
"monemail222751@test.test";"2020";"110960869FA";"Général";"Économique et social";"2"
"monemail222752@test.test";"2019";"113002402HG";"Général";"Économique et social";"2"
"monemail222753@test.test";"2018";"153277263AD";"Général";"Littéraire";"3"
"monemail222754@test.test";"2019";"060509169BD";"Général";"Économique et social";"2"
"monemail222756@test.test";"2018";"153058430AE";"Général";"Scientifique";"4"
"monemail222757@test.test";"2019";"070951402CE";"Général";"Économique et social";"2"
"monemail222758@test.test";"2018";"070173037GB";"Général";"Scientifique";"3"
"monemail222759@test.test";"2019";"070302008AD";"Général";"Économique et social";"4"
"monemail222760@test.test";"2018";"153407182G";"Général";"Économique et social";"3"
"monemail222764@test.test";"2018";"143137995FF";"Général";"Scientifique";"3"
"monemail222767@test.test";"2017";"0110010802J";"Général";"Économique et social";"3"
"monemail222768@test.test";"2020";"133117801FC";"Général";"Économique et social";"4"
"monemail222769@test.test";"2019";"101068396HF";"Général";"Économique et social";"1"
"monemail222770@test.test";"2019";"071493585HB";"Général";"Économique et social";"3"
"monemail222773@test.test";"2019";"072158328GK";"Général";"Scientifique";"3"
"monemail222774@test.test";"2018";"060425473KF";"Général";"Économique et social";"4"
"monemail222777@test.test";"2018";"090958782FJ";"Général";"Économique et social";"3"
"monemail222778@test.test";"2017";"0810016069Y";"Général";"Scientifique";"4"
"monemail222780@test.test";"2019";"090894107DE";"Général";"Scientifique";"4"
"monemail222783@test.test";"2020";"090839724KH";"Général";"Économique et social";"3"
"monemail222785@test.test";"2019";"123016775JA";"Général";"Économique et social";"3"
"monemail222786@test.test";"2019";"081585937JE";"Général";"Économique et social";"3"
"monemail222787@test.test";"2018";"153281015DE";"Général";"Économique et social";"2"
"monemail222788@test.test";"2019";"111055486AJ";"Général";"Économique et social";"1"
"monemail222789@test.test";"2018";"071403584FG";"Général";"Économique et social";"3"
"monemail222790@test.test";"2018";"153008317GF";"Général";"Économique et social";"3"
"monemail222792@test.test";"2018";"153022621CA";"Technologique";"STG";"2"
"monemail222793@test.test";"2020";"061196601CA";"Général";"Scientifique";"3"
"monemail222794@test.test";"2020";"090932435CB";"Technologique";"STG";"3"
"monemail222795@test.test";"2018";"090377479EA";"Général";"Économique et social";"3"
"monemail222796@test.test";"2018";"153457239FK";"Général";"Économique et social";"3"
"monemail222797@test.test";"2019";"080669740BK";"Général";"Économique et social";"3"
"monemail222798@test.test";"2017";"2309022734V";"Général";"Économique et social";"1"
"monemail222799@test.test";"2019";"090441017DH";"Général";"Littéraire";"1"
"monemail222800@test.test";"2018";"080278952KB";"Général";"Scientifique";"3"
"monemail222801@test.test";"2018";"0325517889";"Général";"Économique et social";"1"
"monemail222805@test.test";"2019";"071082163BK";"Général";"Scientifique";"4"
"monemail222806@test.test";"2019";"143210972CC";"Général";"Scientifique";"3"
"monemail222807@test.test";"2020";"070996172GJ";"Général";"Scientifique";"1"
"monemail222808@test.test";"2020";"110884476AH";"Général";"Scientifique";"3"
"monemail222809@test.test";"2018";"071063940AG";"Général";"Économique et social";"2"
"monemail222810@test.test";"2020";"070758277CC";"Général";"Scientifique";"3"
"monemail222812@test.test";"2018";;"Général";"Économique et social";"3"
"monemail222815@test.test";"2019";"070779513CK";"Général";"Économique et social";"3"
"monemail222817@test.test";"2019";"060342146AC";"Général";"Scientifique";"3"
"monemail222818@test.test";"2019";"070466144JJ";"Général";"Économique et social";"3"
"monemail222819@test.test";"2019";"081244891HJ";"Général";"Économique et social";"4"
"monemail222820@test.test";"2019";"081911476HH";"Général";"Scientifique";"1"
"monemail222822@test.test";"2019";"08197310CK";"Général";"Scientifique";"1"
"monemail222823@test.test";"2019";"153128737CC";"Général";"Économique et social";"2"
"monemail222824@test.test";"2019";"110810587HK";"Général";"Économique et social";"1"
"monemail222825@test.test";"2019";"123106533EH";"Général";"Scientifique";"3"
"monemail222826@test.test";"2020";"060481570GE";"Général";"Scientifique";"3"
"monemail222828@test.test";"2019";"081491973FF";"Général";"Scientifique";"2"
"monemail222829@test.test";"2016";"219004824Y";"Général";"Scientifique";"4"
"monemail222831@test.test";"2019";"061035700KF";"Général";"Scientifique";"2"
"monemail222832@test.test";"2020";"080964953HE";"Général";"Économique et social";"3"
"monemail222834@test.test";"2019";"060735888JA";"Général";"Scientifique";"3"
"monemail222835@test.test";"2020";"050015698CE";"Général";"Scientifique";"4"
"monemail222838@test.test";"2019";"050311484JJ";"Général";"Économique et social";"4"
"monemail222839@test.test";"2020";"110914798EG";"Technologique";"STG";"1"
"monemail222840@test.test";"2019";"091173364EA";"Général";"Économique et social";"2"
"monemail222842@test.test";"2018";"070259430KF";"Général";"Scientifique";"4"
"monemail222843@test.test";"2020";"133096066FK";"Général";"Économique et social";"2"
"monemail222844@test.test";"2018";;"Général";"Économique et social";"4"
"monemail222845@test.test";"2018";"060312857KE";"Général";"Économique et social";"2"
"monemail222846@test.test";"2018";"091162021DE";"Général";"Économique et social";"2"
"monemail222847@test.test";"2017";"2110022925E";"Général";"Littéraire";"3"
"monemail222848@test.test";"2019";"070341628FG";"Général";"Économique et social";"3"
"monemail222849@test.test";"2019";"080072765FG";"Général";"Économique et social";"2"
"monemail222850@test.test";;;"Général";"Scientifique";"4"
"monemail222851@test.test";"2019";"123068108GA";"Général";"Scientifique";"2"
"monemail222853@test.test";"2019";"081637840HG";"Général";"Économique et social";"3"
"monemail222854@test.test";"2022";"153033871CC";"Général";"Économique et social";"2"
